name,year,shot_made_flag,isClutch,shot_distance,defender_distance,defender_height,action_type,dribbles,touch_time
Patrick Patterson,2015,0,0,24,5.3,80.0,Jump Shot,0,0.8
Andre Roberson,2015,1,0,25,13.9,76.0,Jump Shot,0,1.1
Andre Roberson,2015,1,0,22,8.9,75.0,Jump Shot,0,0.9
Victor Oladipo,2015,1,0,25,6.3,79.0,Jump Shot,0,1.0
Victor Oladipo,2015,1,0,25,7.4,75.0,Jump Shot,0,0.7
Victor Oladipo,2015,0,0,24,6.4,82.0,Jump Shot,3,3.6
Russell Westbrook,2015,0,0,26,7.3,75.0,Jump Shot,0,0.9
JR Smith,2015,0,0,25,6.3,77.0,Jump Shot,0,1.1
Russell Westbrook,2015,0,0,28,3.7,75.0,Jump Shot,7,7.4
Serge Ibaka,2015,1,0,25,10.5,84.0,Jump Shot,0,1.2
Serge Ibaka,2015,1,0,26,7.8,84.0,Jump Shot,0,0.8
Serge Ibaka,2015,1,0,26,6.1,76.0,Jump Shot,0,0.8
Monta Ellis,2015,1,0,28,4.2,75.0,Jump Shot,0,1.0
Greivis Vasquez,2015,1,0,23,5.8,84.0,Jump Shot,5,4.5
Patrick Patterson,2015,1,0,24,8.8,74.0,Jump Shot,0,0.8
Kyle Lowry,2015,0,0,25,6.8,75.0,Jump Shot,0,1.0
Tyreke Evans,2015,0,0,25,1.8,72.0,Jump Shot,0,0.9
Tyreke Evans,2015,1,0,24,4.8,72.0,Jump Shot,14,13.6
LeBron James,2015,0,0,30,3.9,77.0,Jump Shot,0,2.6
Kyrie Irving,2015,0,0,26,4.1,75.0,Jump Shot,6,5.5
DeMar DeRozan,2015,1,0,23,6.0,80.0,Jump Shot,0,0.8
CJ Miles,2015,0,0,22,8.9,80.0,Jump Shot,0,0.8
DeMar DeRozan,2015,0,0,22,3.7,79.0,Jump Shot,0,0.7
Eric Gordon,2015,1,0,24,6.3,72.0,Jump Shot,0,1.0
Gordon Hayward,2015,1,0,24,4.7,78.0,Jump Shot,0,1.1
Stephen Curry,2015,0,0,25,5.4,76.0,Jump Shot,2,2.0
Draymond Green,2015,0,0,25,7.1,83.0,Jump Shot,0,1.0
Iman Shumpert,2015,0,0,23,4.7,77.0,Jump Shot,0,0.8
Greivis Vasquez,2015,1,0,25,5.0,75.0,Jump Shot,0,0.9
Greivis Vasquez,2015,0,0,24,4.6,80.0,Jump Shot,11,13.9
CJ Miles,2015,0,0,24,4.0,80.0,Jump Shot,0,0.7
George Hill,2015,0,0,22,9.8,84.0,Jump Shot,0,1.0
Russell Westbrook,2015,0,0,23,6.0,75.0,Jump Shot,7,9.4
Luol Deng,2015,0,0,24,8.6,80.0,Jump Shot,0,0.8
Damjan Rudez,2015,0,0,22,8.1,77.0,Jump Shot,0,0.8
Manu Ginobili,2015,0,0,25,5.1,85.0,Jump Shot,15,12.3
Manu Ginobili,2015,1,0,25,6.8,79.0,Jump Shot,9,7.6
DeMar DeRozan,2015,0,0,22,7.3,75.0,Jump Shot,0,1.0
Paul Pierce,2015,0,0,25,4.3,80.0,Jump Shot,0,0.9
Evan Fournier,2015,1,0,24,9.1,79.0,Jump Shot,1,0.8
Evan Fournier,2015,0,0,24,13.9,79.0,Jump Shot,0,0.8
Anthony Tolliver,2015,0,0,26,4.4,80.0,Jump Shot,0,0.8
Eric Gordon,2015,0,0,22,2.1,72.0,Jump Shot,0,0.9
Serge Ibaka,2015,0,0,25,6.5,75.0,Jump Shot,0,0.9
Gordon Hayward,2015,0,0,24,9.6,79.0,Jump Shot,0,0.9
Evan Fournier,2015,0,0,24,5.9,84.0,Jump Shot,5,4.6
Serge Ibaka,2015,0,0,25,8.2,83.0,Jump Shot,0,1.0
Serge Ibaka,2015,0,0,25,8.5,81.0,Jump Shot,0,0.7
Anthony Morrow,2015,0,0,23,6.1,84.0,Jump Shot,0,0.9
Trey Burke,2015,0,0,24,4.1,73.0,Jump Shot,3,2.7
Andre Roberson,2015,0,0,22,15.9,83.0,Jump Shot,0,1.0
Manu Ginobili,2015,0,0,24,8.4,81.0,Jump Shot,0,1.8
Russell Westbrook,2015,0,0,25,14.3,83.0,Jump Shot,5,5.0
Kawhi Leonard,2015,0,0,25,5.9,80.0,Jump Shot,0,1.0
Victor Oladipo,2015,0,0,25,5.4,75.0,Jump Shot,8,8.7
Tyreke Evans,2015,0,0,24,4.2,72.0,Jump Shot,0,1.0
Evan Fournier,2015,0,0,25,5.1,75.0,Jump Shot,0,0.8
Anthony Tolliver,2015,1,0,26,9.7,83.0,Jump Shot,0,1.3
Quincy Pondexter,2015,0,0,23,5.0,78.0,Jump Shot,0,0.7
Patrick Patterson,2015,0,0,23,12.6,79.0,Jump Shot,0,0.8
Kevin Durant,2015,0,0,25,3.8,79.0,Jump Shot,6,4.9
Serge Ibaka,2015,0,0,26,4.6,75.0,Jump Shot,0,1.3
Victor Oladipo,2015,0,0,23,7.4,79.0,Jump Shot,0,0.8
Rodney Hood,2015,0,0,23,7.2,74.0,Jump Shot,0,0.8
Eric Gordon,2015,0,0,24,6.2,78.0,Jump Shot,0,0.7
Anthony Morrow,2015,0,0,22,4.4,76.0,Jump Shot,0,0.9
Kyle Lowry,2015,0,0,24,5.2,74.0,Jump Shot,0,1.0
Kevin Love,2015,0,0,27,5.4,82.0,Jump Shot,0,0.9
Monta Ellis,2015,0,0,24,6.6,78.0,Jump Shot,0,0.8
Monta Ellis,2015,0,0,24,4.7,78.0,Jump Shot,0,0.9
Ramon Sessions,2015,0,0,25,4.2,79.0,Jump Shot,0,0.8
George Hill,2015,0,0,22,7.2,75.0,Jump Shot,0,0.9
Kevin Love,2015,0,0,25,4.6,83.0,Jump Shot,0,0.6
Iman Shumpert,2015,0,0,26,3.9,76.0,Jump Shot,0,0.8
Luis Scola,2015,0,0,22,7.2,82.0,Jump Shot,0,1.0
Dirk Nowitzki,2015,0,0,24,4.1,80.0,Jump Shot,0,0.7
Klay Thompson,2015,0,0,27,5.4,79.0,Jump Shot,5,4.7
Kevin Love,2015,0,0,24,5.9,82.0,Jump Shot,0,1.0
Reggie Jackson,2015,0,0,26,2.7,74.0,Jump Shot,0,1.7
Spencer Dinwiddie,2015,0,0,27,4.7,75.0,Jump Shot,13,12.4
Draymond Green,2015,1,0,24,19.3,76.0,Jump Shot,0,1.1
Anthony Morrow,2015,0,0,27,5.2,82.0,Jump Shot,0,0.8
Kyle Lowry,2015,0,0,24,3.8,73.0,Jump Shot,1,1.5
DeMar DeRozan,2015,0,0,22,4.2,75.0,Jump Shot,0,0.8
John Wall,2015,0,0,25,3.6,75.0,Jump Shot,1,2.2
Kevin Love,2015,0,0,25,6.4,82.0,Jump Shot,0,0.9
George Hill,2015,0,0,22,7.5,79.0,Jump Shot,0,0.9
Russell Westbrook,2015,0,0,23,4.0,78.0,Jump Shot,1,1.5
Patrick Patterson,2015,0,0,22,5.5,84.0,Jump Shot,0,0.8
George Hill,2015,1,0,23,5.8,80.0,Jump Shot,0,0.8
Mike Dunleavy,2015,0,0,24,3.6,77.0,Jump Shot,0,0.6
JR Smith,2015,0,0,23,5.3,77.0,Jump Shot,0,1.1
Victor Oladipo,2015,0,0,23,3.9,75.0,Jump Shot,0,0.8
Avery Bradley,2015,0,0,25,8.5,83.0,Jump Shot,0,1.0
Danny Green,2015,0,0,23,4.4,77.0,Jump Shot,0,1.2
Kyle Lowry,2015,0,0,24,5.1,80.0,Jump Shot,0,1.0
James Johnson,2015,0,0,23,5.0,81.0,Jump Shot,0,0.8
Ben McLemore,2015,0,0,24,1.6,85.0,Jump Shot,2,2.4
Ben McLemore,2015,0,0,26,5.0,73.0,Jump Shot,0,0.8
Austin Rivers,2015,1,0,23,15.2,80.0,Jump Shot,0,1.2
Ben McLemore,2015,0,0,34,1.5,83.0,Jump Shot,2,2.0
Patrick Beverley,2015,0,0,22,2.8,72.0,Jump Shot,0,0.9
Matt Barnes,2015,1,0,23,8.0,80.0,Jump Shot,0,0.8
Rajon Rondo,2015,0,0,23,6.4,73.0,Jump Shot,0,1.0
Dirk Nowitzki,2015,1,0,25,4.7,76.0,Jump Shot,0,1.0
Patrick Beverley,2015,1,0,25,12.0,79.0,Jump Shot,0,1.3
Corey Brewer,2015,0,0,44,3.1,79.0,Jump Shot,1,2.1
Chandler Parsons,2015,1,0,25,6.1,79.0,Jump Shot,0,0.8
Trevor Ariza,2015,1,0,24,4.2,78.0,Jump Shot,0,0.7
Josh Smith,2015,1,0,25,5.3,80.0,Jump Shot,0,1.0
Josh Smith,2015,1,0,25,4.8,81.0,Jump Shot,0,0.8
Nikola Mirotic,2015,1,0,24,3.1,77.0,Jump Shot,0,0.8
Nikola Mirotic,2015,1,0,24,19.8,74.0,Jump Shot,0,1.2
Brandon Knight,2015,1,0,26,4.0,72.0,Jump Shot,0,1.6
Mike Dunleavy,2015,1,0,24,5.0,73.0,Jump Shot,0,1.0
Mike Dunleavy,2015,0,0,58,6.1,74.0,Jump Shot,0,0.8
Eric Gordon,2015,1,0,25,4.8,74.0,Jump Shot,0,0.8
Eric Gordon,2015,1,0,24,4.3,75.0,Jump Shot,0,0.7
Eric Gordon,2015,1,0,23,3.9,81.0,Jump Shot,0,0.8
Eric Gordon,2015,1,0,25,5.8,76.0,Jump Shot,5,6.3
Goran Dragic,2015,1,0,23,3.4,75.0,Jump Shot,0,1.0
Eric Gordon,2015,1,0,24,5.6,75.0,Jump Shot,1,2.5
Chandler Parsons,2015,1,0,23,3.0,79.0,Jump Shot,0,0.9
Mario Chalmers,2015,1,0,25,4.5,75.0,Jump Shot,0,0.8
Anthony Morrow,2015,1,0,24,3.0,77.0,Jump Shot,0,0.7
Russell Westbrook,2015,0,0,28,5.2,78.0,Jump Shot,21,16.3
Patrick Patterson,2015,0,0,25,3.8,81.0,Jump Shot,0,0.7
Patrick Patterson,2015,1,0,24,4.8,81.0,Jump Shot,0,0.8
James Johnson,2015,1,0,23,8.5,80.0,Jump Shot,0,0.9
James Harden,2015,1,0,23,3.9,79.0,Jump Shot,0,5.2
JJ Redick,2015,1,0,25,13.7,80.0,Jump Shot,0,1.1
JJ Redick,2015,1,0,24,5.5,83.0,Jump Shot,0,0.9
JJ Redick,2015,1,0,23,5.5,80.0,Jump Shot,0,0.7
Trevor Ariza,2015,1,0,24,6.7,84.0,Jump Shot,0,0.6
James Harden,2015,1,0,24,15.3,79.0,Jump Shot,0,1.2
Marvin Williams,2015,0,0,24,6.6,75.0,Jump Shot,0,0.8
Eric Gordon,2015,1,0,25,5.0,76.0,Jump Shot,4,4.7
Mo Williams,2015,1,0,25,4.0,75.0,Jump Shot,1,1.3
Eric Bledsoe,2015,1,0,25,3.9,72.0,Jump Shot,1,3.8
Derrick Rose,2015,1,0,24,5.2,74.0,Jump Shot,0,1.0
Aaron Brooks,2015,1,0,24,1.4,74.0,Jump Shot,2,2.6
Gerald Green,2015,1,0,23,4.3,79.0,Jump Shot,0,0.6
Gerald Green,2015,1,0,24,13.7,83.0,Jump Shot,0,1.2
Mike Dunleavy,2015,1,0,25,5.7,73.0,Jump Shot,0,0.8
Mo Williams,2015,1,0,26,3.6,75.0,Jump Shot,0,0.9
Norris Cole,2015,1,0,23,9.0,72.0,Jump Shot,0,0.6
Russell Westbrook,2015,0,0,24,7.4,78.0,Jump Shot,2,1.9
Mario Chalmers,2015,0,0,23,6.6,79.0,Jump Shot,0,0.8
CJ Miles,2015,1,0,24,3.5,78.0,Jump Shot,0,0.8
Matt Barnes,2015,0,0,23,14.3,73.0,Jump Shot,0,0.0
Jamal Crawford,2015,1,0,26,3.1,79.0,Jump Shot,0,1.0
Langston Galloway,2015,0,0,32,8.2,81.0,Jump Shot,0,0.9
Jose Calderon,2015,0,0,26,5.0,77.0,Jump Shot,0,1.0
Langston Galloway,2015,1,0,26,5.4,84.0,Jump Shot,0,0.8
Henry Walker,2015,0,0,26,4.7,80.0,Jump Shot,0,1.0
Dante Exum,2015,1,0,24,6.0,75.0,Jump Shot,0,1.5
Goran Dragic,2015,1,0,24,4.2,72.0,Jump Shot,0,1.1
Goran Dragic,2015,1,0,24,4.9,80.0,Jump Shot,0,1.4
Goran Dragic,2015,1,0,24,7.3,72.0,Jump Shot,0,1.1
DeMar DeRozan,2015,1,0,23,1.1,81.0,Jump Shot,1,1.9
Greivis Vasquez,2015,1,0,25,4.2,75.0,Jump Shot,0,1.0
Jason Richardson,2015,1,0,25,4.8,81.0,Jump Shot,1,2.7
Jason Richardson,2015,1,0,26,1.8,72.0,Jump Shot,0,0.8
Aaron Brooks,2015,1,0,24,5.5,82.0,Jump Shot,22,18.5
Aaron Brooks,2015,0,0,23,6.3,79.0,Jump Shot,0,1.4
Derrick Rose,2015,1,0,25,6.1,79.0,Jump Shot,1,1.5
Goran Dragic,2015,0,0,26,3.8,75.0,Jump Shot,0,1.0
Hollis Thompson,2015,1,0,22,4.0,72.0,Jump Shot,0,0.9
Hollis Thompson,2015,1,0,25,6.5,72.0,Jump Shot,9,6.4
Andre Iguodala,2015,1,0,24,9.4,77.0,Jump Shot,0,0.8
Robert Covington,2015,1,0,23,3.7,81.0,Jump Shot,0,1.0
Bojan Bogdanovic,2015,1,0,22,5.3,79.0,Jump Shot,0,0.7
Cleanthony Early,2015,0,0,24,6.2,73.0,Jump Shot,0,0.9
Jamal Crawford,2015,0,0,30,2.4,81.0,Jump Shot,5,3.7
Jamal Crawford,2015,1,0,24,4.7,78.0,Jump Shot,0,0.8
George Hill,2015,0,0,27,2.5,80.0,Jump Shot,14,14.6
Matt Barnes,2015,0,0,23,4.8,80.0,Jump Shot,0,0.7
Kyle Korver,2015,1,0,22,5.7,80.0,Jump Shot,0,1.0
JJ Redick,2015,1,0,24,4.1,77.0,Jump Shot,0,1.0
Courtney Lee,2015,1,0,23,14.3,77.0,Jump Shot,0,0.8
Cleanthony Early,2015,0,0,25,4.0,80.0,Jump Shot,0,0.7
Hollis Thompson,2015,0,0,22,4.7,80.0,Jump Shot,0,0.8
Russell Westbrook,2015,0,0,24,6.8,78.0,Jump Shot,2,2.4
Damjan Rudez,2015,1,0,26,4.8,80.0,Jump Shot,0,0.9
Damian Lillard,2015,1,0,25,2.4,77.0,Jump Shot,3,2.3
Damian Lillard,2015,1,0,23,5.8,77.0,Jump Shot,1,1.9
Chris Johnson,2015,1,0,23,6.2,81.0,Jump Shot,0,0.8
CJ McCollum,2015,1,0,23,5.5,80.0,Jump Shot,0,1.1
CJ McCollum,2015,1,0,25,3.5,80.0,Jump Shot,5,4.6
Dante Exum,2015,1,0,25,7.1,74.0,Jump Shot,0,0.8
Bojan Bogdanovic,2015,1,0,22,7.9,79.0,Jump Shot,0,1.0
Klay Thompson,2015,0,0,24,4.4,77.0,Jump Shot,0,0.7
Kevin Martin,2015,0,0,25,2.7,78.0,Jump Shot,0,1.9
Rodney Stuckey,2015,0,0,26,5.8,80.0,Jump Shot,0,1.2
Joe Johnson,2015,1,0,24,4.5,83.0,Jump Shot,0,0.7
Stephen Curry,2015,1,0,24,7.5,77.0,Jump Shot,1,1.9
Brandon Knight,2015,0,0,24,6.1,80.0,Jump Shot,0,0.8
James Harden,2015,0,0,25,5.6,79.0,Jump Shot,0,1.0
Stephen Curry,2015,1,0,22,7.3,77.0,Jump Shot,0,0.9
Josh Smith,2015,0,0,24,11.0,80.0,Jump Shot,0,0.9
Klay Thompson,2015,0,0,26,4.4,79.0,Jump Shot,1,1.7
Pero Antic,2015,1,0,25,5.3,81.0,Jump Shot,0,0.8
Stephen Curry,2015,1,0,24,6.5,84.0,Jump Shot,3,1.8
Victor Oladipo,2015,1,0,25,7.7,77.0,Jump Shot,0,0.8
Jose Calderon,2015,1,0,25,5.7,75.0,Jump Shot,0,2.3
Langston Galloway,2015,0,0,30,7.4,76.0,Jump Shot,0,0.8
Danny Green,2015,1,0,24,3.6,78.0,Jump Shot,0,0.7
Luol Deng,2015,0,0,25,7.1,80.0,Jump Shot,0,0.9
Hollis Thompson,2015,0,0,24,2.6,72.0,Jump Shot,1,1.1
Jeff Green,2015,0,0,25,4.1,79.0,Jump Shot,0,0.8
Dante Exum,2015,0,0,25,7.6,84.0,Jump Shot,1,1.8
Kyle Lowry,2015,0,0,23,1.9,76.0,Jump Shot,0,0.9
Bradley Beal,2015,0,0,24,6.5,78.0,Jump Shot,0,0.8
Jason Richardson,2015,0,0,25,5.3,84.0,Jump Shot,1,2.2
Jason Richardson,2015,0,0,25,3.8,83.0,Jump Shot,0,4.0
Mike Dunleavy,2015,0,0,25,4.4,79.0,Jump Shot,0,0.7
Hollis Thompson,2015,0,0,25,4.7,81.0,Jump Shot,0,0.6
Robert Covington,2015,0,0,25,8.3,84.0,Jump Shot,0,1.0
Robert Covington,2015,0,0,26,12.9,79.0,Jump Shot,0,0.0
JJ Redick,2015,0,0,24,5.2,75.0,Jump Shot,0,0.0
JJ Redick,2015,0,0,25,1.8,77.0,Jump Shot,0,1.2
Jeff Green,2015,0,0,24,3.1,81.0,Jump Shot,1,2.8
Nicolas Batum,2015,0,0,25,5.1,80.0,Jump Shot,0,0.8
Chase Budinger,2015,0,0,26,4.9,80.0,Jump Shot,0,1.0
Eric Bledsoe,2015,1,0,25,6.4,72.0,Jump Shot,11,9.6
Austin Rivers,2015,0,0,24,12.1,74.0,Jump Shot,13,11.3
Isaiah Thomas,2015,1,0,26,3.1,71.0,Jump Shot,3,3.4
Derrick Rose,2015,0,0,25,7.2,79.0,Jump Shot,0,1.1
Robert Covington,2015,0,0,25,3.6,74.0,Jump Shot,0,0.9
Cleanthony Early,2015,0,0,25,3.9,80.0,Jump Shot,0,0.7
Jason Richardson,2015,0,0,26,1.3,78.0,Jump Shot,1,2.6
Mike Dunleavy,2015,0,0,25,7.0,79.0,Jump Shot,1,1.6
Chris Paul,2015,0,0,24,5.4,75.0,Jump Shot,9,7.7
JJ Redick,2015,0,0,26,4.9,77.0,Jump Shot,1,2.4
Steve Blake,2015,0,0,25,6.9,79.0,Jump Shot,0,0.9
Nicolas Batum,2015,0,0,25,11.6,81.0,Jump Shot,0,1.1
Kyle Korver,2015,0,0,22,4.7,78.0,Jump Shot,0,1.0
Kyle Lowry,2015,0,0,24,3.8,75.0,Jump Shot,0,1.2
Mike Dunleavy,2015,0,0,23,6.7,79.0,Jump Shot,0,1.0
Aaron Brooks,2015,0,0,25,6.3,82.0,Jump Shot,0,1.1
Jeff Green,2015,0,0,22,2.7,79.0,Jump Shot,0,0.9
Nicolas Batum,2015,0,0,25,7.2,80.0,Jump Shot,0,1.0
CJ McCollum,2015,0,0,23,6.3,82.0,Jump Shot,0,0.8
Brandon Knight,2015,1,0,23,2.1,73.0,Jump Shot,0,0.8
Gerald Green,2015,0,0,26,1.7,81.0,Jump Shot,4,6.5
Gerald Green,2015,0,0,23,2.4,77.0,Jump Shot,0,0.8
Aaron Brooks,2015,0,0,27,4.4,80.0,Jump Shot,23,18.9
Luol Deng,2015,0,0,24,7.2,80.0,Jump Shot,0,0.7
Goran Dragic,2015,0,0,23,4.2,73.0,Jump Shot,0,0.8
Nikola Mirotic,2015,0,0,25,5.2,79.0,Jump Shot,0,0.8
Eric Bledsoe,2015,0,0,26,5.6,71.0,Jump Shot,0,1.1
Danny Green,2015,1,0,25,8.2,84.0,Jump Shot,0,1.2
Lance Thomas,2015,0,0,23,7.4,80.0,Jump Shot,0,0.7
Mario Chalmers,2015,0,0,24,4.8,73.0,Jump Shot,0,1.0
Goran Dragic,2015,0,0,23,3.1,73.0,Jump Shot,0,1.0
Robert Covington,2015,0,0,24,4.0,79.0,Jump Shot,0,2.8
Matt Barnes,2015,0,0,24,8.4,80.0,Jump Shot,0,0.9
Chris Paul,2015,0,0,29,4.8,80.0,Jump Shot,4,5.4
Damian Lillard,2015,0,0,25,9.8,85.0,Jump Shot,0,1.0
Chris Johnson,2015,0,0,26,4.8,75.0,Jump Shot,0,0.0
CJ McCollum,2015,0,0,28,5.8,80.0,Jump Shot,0,1.0
Andre Iguodala,2015,0,0,25,8.9,84.0,Jump Shot,0,1.0
Kevin Martin,2015,0,0,25,4.6,78.0,Jump Shot,0,0.9
Patrick Patterson,2015,0,0,24,7.1,74.0,Jump Shot,0,0.9
Jason Richardson,2015,0,0,25,6.4,83.0,Jump Shot,0,0.8
Robert Covington,2015,0,0,23,0.4,79.0,Jump Shot,0,0.8
Robert Covington,2015,0,0,24,1.9,81.0,Jump Shot,0,0.8
Vince Carter,2015,0,0,23,5.1,79.0,Jump Shot,1,1.0
Matt Barnes,2015,0,0,24,5.1,78.0,Jump Shot,0,0.8
Chris Paul,2015,0,0,25,5.9,77.0,Jump Shot,7,5.2
Nicolas Batum,2015,0,0,26,5.8,80.0,Jump Shot,2,2.2
Nicolas Batum,2015,0,0,24,5.4,77.0,Jump Shot,0,0.8
Dante Exum,2015,0,0,26,5.1,84.0,Jump Shot,14,13.1
Jason Terry,2015,1,0,22,5.0,76.0,Jump Shot,0,0.9
Avery Bradley,2015,1,0,25,4.5,80.0,Jump Shot,0,0.8
Danilo Gallinari,2015,1,0,24,4.4,80.0,Jump Shot,1,2.2
Tobias Harris,2015,0,0,26,5.3,80.0,Jump Shot,0,0.7
JR Smith,2015,1,0,23,4.1,75.0,Jump Shot,0,0.8
Eric Gordon,2015,1,0,26,3.6,79.0,Jump Shot,1,0.8
Rodney Hood,2015,1,0,26,5.0,80.0,Jump Shot,2,2.4
JJ Redick,2015,0,0,23,3.6,77.0,Jump Shot,0,0.7
Avery Bradley,2015,0,0,25,4.0,78.0,Jump Shot,0,0.8
Darren Collison,2015,1,0,22,5.7,78.0,Jump Shot,0,1.4
DeMarre Carroll,2015,1,0,24,2.2,78.0,Jump Shot,0,0.8
Chris Paul,2015,1,0,25,5.3,80.0,Jump Shot,2,6.7
Kyle Korver,2015,0,0,23,3.8,75.0,Jump Shot,1,1.5
Russell Westbrook,2015,0,0,24,9.2,81.0,Jump Shot,0,0.9
Mo Williams,2015,0,0,23,3.2,75.0,Jump Shot,0,0.7
Rudy Gay,2015,0,0,24,4.6,80.0,Jump Shot,1,1.9
Luol Deng,2015,0,0,24,5.7,83.0,Jump Shot,0,0.9
Henry Walker,2015,0,0,25,5.4,79.0,Jump Shot,0,1.1
Jamal Crawford,2015,0,0,24,3.5,79.0,Jump Shot,1,2.7
JR Smith,2015,1,0,26,5.2,77.0,Jump Shot,0,0.8
Greivis Vasquez,2015,1,0,26,4.7,75.0,Jump Shot,0,0.6
Monta Ellis,2015,1,0,27,4.3,75.0,Jump Shot,1,3.0
Michael Beasley,2015,1,0,23,7.7,83.0,Jump Shot,0,0.8
Dirk Nowitzki,2015,0,0,25,3.9,83.0,Jump Shot,0,0.7
Iman Shumpert,2015,0,0,23,3.4,76.0,Jump Shot,0,0.8
Klay Thompson,2015,0,0,23,5.3,74.0,Jump Shot,0,1.1
Kyle Korver,2015,0,0,23,14.5,83.0,Jump Shot,0,0.9
Lou Williams,2015,0,0,23,4.0,75.0,Jump Shot,0,1.1
George Hill,2015,0,0,25,5.9,73.0,Jump Shot,3,4.9
Ersan Ilyasova,2015,0,0,26,4.7,81.0,Jump Shot,0,1.0
CJ Miles,2015,0,0,23,3.1,78.0,Jump Shot,0,0.6
Markieff Morris,2015,1,0,25,4.5,72.0,Jump Shot,0,0.9
Michael Beasley,2015,1,0,24,7.1,84.0,Jump Shot,0,1.3
Rudy Gay,2015,1,0,25,10.1,80.0,Jump Shot,0,0.8
Marcus Thornton,2015,1,0,25,8.3,79.0,Jump Shot,2,1.9
Michael Beasley,2015,1,0,23,5.6,81.0,Jump Shot,0,0.7
Shawne Williams,2015,0,0,26,4.8,82.0,Jump Shot,0,1.0
Josh Smith,2015,1,0,24,6.4,81.0,Jump Shot,0,1.1
Josh Smith,2015,0,0,24,14.2,84.0,Jump Shot,0,1.2
Dion Waiters,2015,0,0,23,5.0,81.0,Jump Shot,0,1.2
Michael Beasley,2015,0,0,24,14.3,74.0,Jump Shot,0,0.8
Kyle Lowry,2015,1,0,24,5.2,75.0,Jump Shot,0,0.8
Jonas Jerebko,2015,0,0,24,6.2,72.0,Jump Shot,1,1.6
Avery Bradley,2015,1,0,25,5.8,72.0,Jump Shot,0,1.2
Patrick Patterson,2015,1,0,25,9.8,75.0,Jump Shot,0,0.8
Greivis Vasquez,2015,1,0,25,9.5,78.0,Jump Shot,0,0.5
Nikola Mirotic,2015,0,0,24,6.8,76.0,Jump Shot,0,1.0
Greivis Vasquez,2015,0,0,25,6.3,75.0,Jump Shot,0,1.1
Greivis Vasquez,2015,1,0,26,3.9,78.0,Jump Shot,1,2.2
Isaiah Thomas,2015,1,0,25,10.4,83.0,Jump Shot,0,0.9
Isaiah Thomas,2015,0,0,23,2.2,73.0,Jump Shot,1,1.7
Charlie Villanueva,2015,0,0,24,8.3,79.0,Jump Shot,0,0.8
Tyreke Evans,2015,0,0,23,10.0,75.0,Jump Shot,0,0.0
Kelly Olynyk,2015,1,0,25,3.5,78.0,Jump Shot,0,1.1
Rasual Butler,2015,1,0,25,6.1,83.0,Jump Shot,1,1.1
CJ Miles,2015,0,0,23,7.2,75.0,Jump Shot,0,0.7
CJ Miles,2015,1,0,23,3.2,75.0,Jump Shot,0,0.7
CJ Miles,2015,0,0,23,1.6,75.0,Jump Shot,0,0.8
CJ Miles,2015,1,0,27,9.9,75.0,Jump Shot,0,2.6
Kemba Walker,2015,0,0,25,6.0,82.0,Jump Shot,7,7.2
Evan Fournier,2015,1,0,25,4.9,73.0,Jump Shot,5,5.2
John Wall,2015,0,0,27,4.3,75.0,Jump Shot,0,1.0
Jared Dudley,2015,1,0,23,7.3,83.0,Jump Shot,0,0.8
Paul Pierce,2015,0,0,25,3.4,78.0,Jump Shot,0,1.0
Bradley Beal,2015,1,0,26,8.9,86.0,Jump Shot,0,0.8
Bradley Beal,2015,0,0,23,6.3,78.0,Jump Shot,0,0.6
Jamal Crawford,2015,0,0,44,2.8,73.0,Jump Shot,3,2.2
Jamal Crawford,2015,1,0,25,6.4,79.0,Jump Shot,0,1.0
Chris Paul,2015,1,0,26,9.6,79.0,Jump Shot,0,1.1
Tobias Harris,2015,0,0,22,5.4,75.0,Jump Shot,0,0.8
Chris Paul,2015,1,0,25,4.0,73.0,Jump Shot,1,2.6
Chris Paul,2015,1,0,24,3.2,73.0,Jump Shot,2,2.3
JJ Redick,2015,1,0,22,2.5,80.0,Jump Shot,0,1.2
JJ Redick,2015,0,0,23,8.1,77.0,Jump Shot,0,0.7
Kyle Lowry,2015,1,0,24,2.4,73.0,Jump Shot,1,3.3
Markieff Morris,2015,0,0,25,13.6,83.0,Jump Shot,0,1.3
Archie Goodwin,2015,1,0,23,6.1,75.0,Jump Shot,0,1.0
Archie Goodwin,2015,1,0,25,9.3,75.0,Jump Shot,0,0.9
Mario Chalmers,2015,0,0,27,5.8,76.0,Jump Shot,0,0.9
John Wall,2015,0,0,26,6.3,75.0,Jump Shot,0,1.0
Gerald Green,2015,0,0,25,2.8,77.0,Jump Shot,0,1.8
JJ Redick,2015,0,0,24,6.4,77.0,Jump Shot,0,0.9
Markieff Morris,2015,0,0,24,12.4,83.0,Jump Shot,0,1.0
Markieff Morris,2015,0,0,24,8.5,85.0,Jump Shot,0,1.0
Isaiah Thomas,2015,0,0,27,2.2,73.0,Jump Shot,0,0.8
Bradley Beal,2015,0,0,25,5.7,78.0,Jump Shot,13,13.6
Bradley Beal,2015,0,0,24,9.6,75.0,Jump Shot,0,1.0
Gerald Green,2015,0,0,24,1.7,79.0,Jump Shot,0,0.7
Eric Bledsoe,2015,0,0,24,3.5,73.0,Jump Shot,0,0.8
Kyle Lowry,2015,0,0,25,4.6,80.0,Jump Shot,4,4.3
Jared Sullinger,2015,0,0,24,8.7,81.0,Jump Shot,0,1.1
Chris Paul,2015,0,0,26,6.6,73.0,Jump Shot,17,13.6
