name,year,shot_made_flag,isClutch,shot_distance,defender_distance,defender_height,action_type,dribbles,touch_time
Jared Dudley,2014,1,0,26,5.4,79.0,Jump Shot,0,0.9
Jared Dudley,2014,1,0,22,7.8,80.0,Jump Shot,0,0.8
Jameer Nelson,2014,1,0,26,4.2,72.0,Jump Shot,0,0.8
Jameer Nelson,2014,0,0,38,4.3,72.0,Jump Shot,3,3.3
Victor Oladipo,2014,1,0,26,4.1,72.0,Jump Shot,0,0.8
Victor Oladipo,2014,1,0,25,4.8,72.0,Jump Shot,14,13.7
Gerald Henderson,2014,1,0,23,4.2,80.0,Jump Shot,0,2.7
Kemba Walker,2014,1,0,23,5.1,76.0,Jump Shot,0,0.7
John Wall,2014,1,0,26,7.6,72.0,Jump Shot,4,5.4
John Wall,2014,1,0,32,3.8,72.0,Jump Shot,0,0.7
CJ Miles,2014,1,0,25,8.8,77.0,Jump Shot,0,0.9
CJ Miles,2014,1,0,26,4.4,78.0,Jump Shot,0,0.8
CJ Miles,2014,1,0,25,10.6,80.0,Jump Shot,0,3.6
Dion Waiters,2014,0,0,25,2.0,81.0,Jump Shot,0,1.5
Kyle Lowry,2014,1,0,25,13.8,80.0,Jump Shot,0,1.2
Kyle Lowry,2014,1,0,25,4.7,75.0,Jump Shot,0,1.0
LeBron James,2014,1,0,25,3.2,80.0,Jump Shot,0,2.0
Norris Cole,2014,1,0,22,6.1,75.0,Jump Shot,0,0.6
Norris Cole,2014,1,0,23,7.6,75.0,Jump Shot,0,0.9
LeBron James,2014,1,0,25,4.9,80.0,Jump Shot,1,4.3
Chris Bosh,2014,1,0,25,6.6,82.0,Jump Shot,0,0.9
LeBron James,2014,1,0,25,6.9,80.0,Jump Shot,0,1.1
Eric Gordon,2014,1,0,24,14.2,83.0,Jump Shot,0,0.9
Eric Gordon,2014,1,0,24,6.3,81.0,Jump Shot,0,0.8
JR Smith,2014,1,0,24,6.9,77.0,Jump Shot,0,0.8
Carmelo Anthony,2014,1,0,22,3.9,81.0,Jump Shot,0,0.9
Carmelo Anthony,2014,1,0,23,10.2,73.0,Jump Shot,0,1.1
Carmelo Anthony,2014,1,0,22,10.0,82.0,Jump Shot,0,1.2
Carmelo Anthony,2014,1,0,24,8.1,81.0,Jump Shot,0,0.0
Gerald Green,2014,1,0,23,5.7,79.0,Jump Shot,0,0.9
Gerald Green,2014,1,0,25,8.2,81.0,Jump Shot,0,0.5
Gerald Green,2014,0,0,25,3.7,81.0,Jump Shot,2,3.9
Goran Dragic,2014,1,0,24,5.8,81.0,Jump Shot,1,1.6
James Johnson,2014,0,0,22,8.5,78.0,Jump Shot,0,0.8
Courtney Lee,2014,1,0,25,7.5,78.0,Jump Shot,0,0.9
Mike Conley,2014,1,0,23,5.6,74.0,Jump Shot,7,6.4
James Johnson,2014,0,0,27,5.6,74.0,Jump Shot,3,2.2
Kawhi Leonard,2014,1,0,23,7.0,80.0,Jump Shot,0,0.8
Danny Green,2014,1,0,24,7.6,82.0,Jump Shot,0,0.0
Manu Ginobili,2014,0,0,23,2.3,79.0,Jump Shot,0,1.2
Danny Green,2014,0,0,24,5.6,73.0,Jump Shot,0,0.7
Kawhi Leonard,2014,1,0,24,9.0,80.0,Jump Shot,0,1.0
Danny Green,2014,0,0,23,8.5,79.0,Jump Shot,0,0.7
Ersan Ilyasova,2014,1,0,26,5.7,81.0,Jump Shot,0,1.1
Brandon Knight,2014,0,0,25,8.1,78.0,Jump Shot,10,11.4
Ersan Ilyasova,2014,1,0,25,5.1,81.0,Jump Shot,0,1.2
Andre Iguodala,2014,1,0,22,5.4,83.0,Jump Shot,0,0.6
Stephen Curry,2014,1,0,25,2.9,74.0,Jump Shot,7,5.5
Stephen Curry,2014,0,0,26,4.6,74.0,Jump Shot,4,3.9
Stephen Curry,2014,0,0,38,1.4,74.0,Jump Shot,2,2.5
Andre Iguodala,2014,1,0,24,5.3,83.0,Jump Shot,0,0.9
Vince Carter,2014,1,0,25,4.5,79.0,Jump Shot,0,0.7
Vince Carter,2014,1,0,25,12.7,76.0,Jump Shot,0,0.9
Jose Calderon,2014,1,0,24,5.1,83.0,Jump Shot,0,1.1
Vince Carter,2014,1,0,24,4.2,82.0,Jump Shot,0,1.0
Nick Young,2014,0,0,24,4.1,78.0,Jump Shot,0,1.3
Randy Foye,2014,1,0,26,5.6,77.0,Jump Shot,0,0.9
Randy Foye,2014,1,0,25,4.1,83.0,Jump Shot,0,3.5
Ty Lawson,2014,1,0,25,3.9,75.0,Jump Shot,2,3.4
Randy Foye,2014,1,0,24,6.9,80.0,Jump Shot,0,0.9
Randy Foye,2014,1,0,25,4.7,77.0,Jump Shot,0,0.8
Randy Foye,2014,0,0,25,4.5,75.0,Jump Shot,0,1.2
Jeff Green,2014,1,0,22,4.7,80.0,Jump Shot,0,0.8
Jeff Green,2014,1,0,25,5.3,80.0,Jump Shot,0,0.8
Trey Burke,2014,1,0,25,4.6,75.0,Jump Shot,0,0.8
Marvin Williams,2014,1,0,24,6.3,79.0,Jump Shot,0,0.9
Marvin Williams,2014,1,0,24,7.8,75.0,Jump Shot,0,0.7
Marvin Williams,2014,0,0,24,6.4,82.0,Jump Shot,0,0.7
Kevin Durant,2014,1,0,24,4.1,79.0,Jump Shot,0,1.0
Reggie Jackson,2014,0,0,25,9.0,81.0,Jump Shot,0,1.7
Kevin Durant,2014,1,0,24,5.4,80.0,Jump Shot,0,0.6
Marcus Thornton,2014,1,0,25,6.7,81.0,Jump Shot,0,1.1
Isaiah Thomas,2014,1,0,25,14.7,84.0,Jump Shot,0,1.1
Isaiah Thomas,2014,1,0,25,3.7,74.0,Jump Shot,5,4.4
Will Barton,2014,1,0,22,5.1,75.0,Jump Shot,0,1.0
Mo Williams,2014,1,0,25,2.8,74.0,Jump Shot,0,1.3
Damian Lillard,2014,1,0,25,3.5,74.0,Jump Shot,0,1.1
Damian Lillard,2014,1,0,25,9.0,83.0,Jump Shot,4,4.6
Kawhi Leonard,2014,1,0,23,5.4,84.0,Jump Shot,0,1.9
Marco Belinelli,2014,1,0,25,4.3,78.0,Jump Shot,0,0.8
Marco Belinelli,2014,0,0,24,5.1,78.0,Jump Shot,0,0.9
Dirk Nowitzki,2014,0,0,25,2.0,80.0,Jump Shot,0,0.7
Jose Calderon,2014,1,0,24,5.8,78.0,Jump Shot,0,1.1
Vince Carter,2014,1,0,25,5.8,78.0,Jump Shot,0,0.8
Vince Carter,2014,1,0,30,4.7,80.0,Jump Shot,2,3.1
Kyle Lowry,2014,1,0,24,4.3,73.0,Jump Shot,0,0.8
Trevor Ariza,2014,1,0,23,7.3,79.0,Jump Shot,0,1.1
Kevin Martin,2014,1,0,22,4.4,74.0,Jump Shot,0,0.7
Jeff Teague,2014,0,0,24,2.9,75.0,Jump Shot,3,5.1
Pero Antic,2014,1,0,24,6.4,86.0,Jump Shot,0,1.4
Pero Antic,2014,1,0,24,5.3,86.0,Jump Shot,0,1.3
Kyle Korver,2014,1,0,25,4.5,80.0,Jump Shot,0,0.6
Kyle Korver,2014,1,0,26,5.1,80.0,Jump Shot,0,0.8
Paul George,2014,1,0,24,5.5,78.0,Jump Shot,0,2.0
Paul George,2014,0,0,28,5.8,78.0,Jump Shot,5,4.3
George Hill,2014,0,0,23,4.9,79.0,Jump Shot,0,1.1
George Hill,2014,1,0,23,4.9,75.0,Jump Shot,0,0.8
George Hill,2014,1,0,25,10.9,75.0,Jump Shot,0,0.9
Paul George,2014,1,0,24,6.9,79.0,Jump Shot,10,9.1
Jason Terry,2014,1,0,25,13.9,80.0,Jump Shot,0,1.1
Joe Johnson,2014,1,0,24,6.8,78.0,Jump Shot,0,0.9
Stephen Curry,2014,1,0,27,4.6,79.0,Jump Shot,3,3.8
Klay Thompson,2014,1,0,23,4.7,79.0,Jump Shot,0,0.6
Andre Iguodala,2014,1,0,25,6.8,79.0,Jump Shot,0,1.0
Klay Thompson,2014,1,0,24,6.0,79.0,Jump Shot,0,0.7
Klay Thompson,2014,0,0,24,3.9,79.0,Jump Shot,0,0.6
Stephen Curry,2014,1,0,22,6.0,79.0,Jump Shot,0,0.8
Andre Iguodala,2014,0,0,25,4.4,79.0,Jump Shot,4,6.3
Klay Thompson,2014,1,0,24,4.4,79.0,Jump Shot,0,0.7
Klay Thompson,2014,0,0,23,4.6,79.0,Jump Shot,0,0.7
Eric Gordon,2014,1,0,25,4.4,75.0,Jump Shot,0,0.9
Jrue Holiday,2014,0,0,43,2.6,76.0,Jump Shot,2,1.9
Trevor Ariza,2014,1,0,24,6.2,80.0,Jump Shot,0,0.8
John Wall,2014,1,0,25,7.3,75.0,Jump Shot,0,1.0
Chandler Parsons,2014,1,0,23,3.8,76.0,Jump Shot,0,1.1
Trevor Ariza,2014,0,0,23,7.6,80.0,Jump Shot,0,0.8
Bradley Beal,2014,1,0,23,3.5,75.0,Jump Shot,0,0.8
Bradley Beal,2014,1,0,26,23.4,82.0,Jump Shot,0,1.2
Bradley Beal,2014,1,0,25,5.0,80.0,Jump Shot,0,0.7
Aaron Brooks,2014,0,0,25,5.8,83.0,Jump Shot,0,1.1
Aaron Brooks,2014,1,0,25,4.2,76.0,Jump Shot,0,1.4
James Harden,2014,1,0,25,4.9,79.0,Jump Shot,7,7.5
Aaron Brooks,2014,1,0,27,5.4,76.0,Jump Shot,1,0.9
Aaron Brooks,2014,1,0,25,4.9,76.0,Jump Shot,0,0.9
Hollis Thompson,2014,0,0,24,10.8,75.0,Jump Shot,0,0.9
Kevin Martin,2014,1,0,24,4.4,79.0,Jump Shot,0,2.9
Kevin Love,2014,1,0,24,5.1,84.0,Jump Shot,2,5.7
Goran Dragic,2014,1,0,23,4.3,75.0,Jump Shot,0,1.6
Nicolas Batum,2014,1,0,22,11.8,72.0,Jump Shot,0,1.3
Wesley Matthews,2014,1,0,24,4.0,77.0,Jump Shot,0,0.8
Mo Williams,2014,0,0,24,3.9,80.0,Jump Shot,5,5.1
Kyle Lowry,2014,1,0,24,8.7,80.0,Jump Shot,2,1.8
Damian Lillard,2014,0,0,24,6.5,76.0,Jump Shot,0,0.9
Victor Oladipo,2014,1,0,24,5.6,76.0,Jump Shot,0,0.8
Arron Afflalo,2014,1,0,23,3.8,76.0,Jump Shot,0,0.9
Arron Afflalo,2014,1,0,24,3.4,76.0,Jump Shot,0,0.8
Tobias Harris,2014,1,0,24,4.7,83.0,Jump Shot,2,3.7
Jameer Nelson,2014,0,0,24,5.1,83.0,Jump Shot,15,15.7
Jared Dudley,2014,1,0,24,5.1,75.0,Jump Shot,0,0.7
Darren Collison,2014,1,0,23,4.8,77.0,Jump Shot,0,1.1
Jamal Crawford,2014,1,0,23,4.7,75.0,Jump Shot,0,0.7
Jared Dudley,2014,0,0,25,6.4,80.0,Jump Shot,0,0.8
Jamal Crawford,2014,1,0,25,0.7,75.0,Jump Shot,1,2.7
Jamal Crawford,2014,0,0,28,4.3,75.0,Jump Shot,4,3.1
Darren Collison,2014,1,0,24,13.8,75.0,Jump Shot,0,1.2
Avery Bradley,2014,0,0,23,12.3,81.0,Jump Shot,0,1.1
Kelly Olynyk,2014,1,0,22,6.2,81.0,Jump Shot,0,0.9
Kelly Olynyk,2014,0,0,25,8.5,79.0,Jump Shot,0,1.0
Avery Bradley,2014,1,0,25,3.8,77.0,Jump Shot,0,0.6
Jeff Green,2014,1,0,23,8.2,78.0,Jump Shot,0,0.3
Jared Sullinger,2014,0,0,80,4.8,77.0,Jump Shot,0,0.0
Iman Shumpert,2014,1,0,24,6.7,76.0,Jump Shot,0,0.9
Iman Shumpert,2014,1,0,25,1.8,76.0,Jump Shot,0,0.0
Carmelo Anthony,2014,1,0,24,4.9,81.0,Jump Shot,0,0.7
Norris Cole,2014,1,0,23,5.1,73.0,Jump Shot,0,0.7
LeBron James,2014,1,0,22,6.0,80.0,Jump Shot,0,0.9
Norris Cole,2014,1,0,23,5.3,77.0,Jump Shot,0,0.7
Randy Foye,2014,1,0,25,5.8,78.0,Jump Shot,0,1.0
Randy Foye,2014,1,0,22,4.4,75.0,Jump Shot,0,1.0
Evan Fournier,2014,1,0,25,7.4,82.0,Jump Shot,6,6.0
Ty Lawson,2014,1,0,26,4.4,75.0,Jump Shot,2,2.4
Randy Foye,2014,1,0,25,5.2,75.0,Jump Shot,0,0.8
Randy Foye,2014,1,0,29,5.8,78.0,Jump Shot,4,6.5
Evan Fournier,2014,1,0,24,7.8,75.0,Jump Shot,0,1.1
Randy Foye,2014,1,0,27,5.1,77.0,Jump Shot,8,5.2
Evan Fournier,2014,1,0,25,6.5,77.0,Jump Shot,0,1.1
Kevin Durant,2014,0,0,26,3.3,76.0,Jump Shot,6,6.6
Kevin Durant,2014,0,0,41,3.3,76.0,Jump Shot,2,2.1
Reggie Jackson,2014,1,0,25,4.5,71.0,Jump Shot,0,0.8
Jeremy Lamb,2014,0,0,25,3.3,71.0,Jump Shot,5,3.9
George Hill,2014,1,0,27,7.0,76.0,Jump Shot,1,1.5
John Wall,2014,1,0,23,14.6,78.0,Jump Shot,0,1.5
Bradley Beal,2014,1,0,23,2.6,78.0,Jump Shot,0,0.6
Trevor Ariza,2014,1,0,25,14.8,86.0,Jump Shot,0,0.8
Bradley Beal,2014,1,0,25,9.2,86.0,Jump Shot,0,0.8
Evan Turner,2014,1,0,23,5.8,81.0,Jump Shot,0,0.9
Evan Turner,2014,1,0,26,5.8,73.0,Jump Shot,0,1.0
James Anderson,2014,0,0,25,11.8,83.0,Jump Shot,1,2.2
Tony Wroten,2014,0,0,26,6.3,77.0,Jump Shot,0,0.8
Josh Smith,2014,1,0,25,6.0,77.0,Jump Shot,0,0.9
Brandon Jennings,2014,1,0,25,4.3,78.0,Jump Shot,1,1.8
Brandon Jennings,2014,1,0,26,12.3,77.0,Jump Shot,4,3.0
Brandon Jennings,2014,1,0,23,5.4,77.0,Jump Shot,0,0.8
Kyle Korver,2014,1,0,24,4.2,75.0,Jump Shot,0,0.6
Jeff Teague,2014,1,0,25,6.2,77.0,Jump Shot,0,1.1
James Harden,2014,1,0,24,4.3,78.0,Jump Shot,0,1.0
Kevin Durant,2014,1,0,24,4.7,80.0,Jump Shot,5,6.2
Jeremy Lin,2014,1,0,26,4.7,75.0,Jump Shot,1,1.0
James Harden,2014,1,0,26,7.5,78.0,Jump Shot,0,2.0
Jeremy Lin,2014,0,0,25,4.9,75.0,Jump Shot,0,0.8
Mike Conley,2014,1,0,24,11.2,84.0,Jump Shot,0,1.1
Mike Conley,2014,1,0,23,3.9,72.0,Jump Shot,1,2.5
Jon Leuer,2014,0,0,24,5.2,80.0,Jump Shot,0,0.7
Goran Dragic,2014,1,0,24,5.1,73.0,Jump Shot,0,1.0
Goran Dragic,2014,1,0,24,5.4,73.0,Jump Shot,0,0.9
Gerald Green,2014,1,0,24,5.2,80.0,Jump Shot,1,1.9
Gerald Green,2014,1,0,26,5.5,80.0,Jump Shot,1,1.3
Goran Dragic,2014,1,0,24,3.1,73.0,Jump Shot,2,3.5
Kevin Martin,2014,1,0,24,11.2,80.0,Jump Shot,0,1.0
Kemba Walker,2014,1,0,24,4.5,75.0,Jump Shot,0,0.9
Josh McRoberts,2014,0,0,24,5.1,80.0,Jump Shot,0,1.0
Anthony Tolliver,2014,1,0,24,5.4,75.0,Jump Shot,0,0.7
Kemba Walker,2014,0,0,24,5.1,80.0,Jump Shot,8,7.6
Anthony Tolliver,2014,1,0,24,2.9,81.0,Jump Shot,0,0.8
Eric Gordon,2014,1,0,24,5.9,75.0,Jump Shot,0,0.8
Darius Miller,2014,0,0,23,4.1,78.0,Jump Shot,0,0.8
Eric Gordon,2014,1,0,25,5.8,78.0,Jump Shot,8,7.1
Dirk Nowitzki,2014,1,0,25,6.0,86.0,Jump Shot,1,1.4
Jose Calderon,2014,0,0,24,6.1,73.0,Jump Shot,0,1.2
Vince Carter,2014,1,0,25,5.8,80.0,Jump Shot,0,0.8
Vince Carter,2014,1,0,22,5.5,75.0,Jump Shot,0,0.8
Monta Ellis,2014,0,0,31,7.9,80.0,Jump Shot,3,2.0
Dirk Nowitzki,2014,1,0,24,6.1,82.0,Jump Shot,0,0.7
Jose Calderon,2014,1,0,25,5.3,82.0,Jump Shot,0,0.7
Norris Cole,2014,1,0,22,9.6,79.0,Jump Shot,0,0.7
Ersan Ilyasova,2014,1,0,25,4.9,83.0,Jump Shot,0,1.0
Khris Middleton,2014,1,0,27,3.8,78.0,Jump Shot,1,1.9
Mike Dunleavy,2014,1,0,26,2.5,83.0,Jump Shot,0,0.8
Mike Dunleavy,2014,1,0,27,5.7,81.0,Jump Shot,0,0.8
Mike Dunleavy,2014,1,0,24,6.7,79.0,Jump Shot,0,0.9
Jimmy Butler,2014,1,0,24,4.0,79.0,Jump Shot,0,1.5
Marvin Williams,2014,1,0,23,13.5,81.0,Jump Shot,0,0.0
Trey Burke,2014,1,0,24,5.6,74.0,Jump Shot,0,0.8
CJ Miles,2014,1,0,22,5.2,78.0,Jump Shot,0,1.9
Dion Waiters,2014,1,0,23,3.7,78.0,Jump Shot,8,7.8
Dion Waiters,2014,1,0,25,3.7,81.0,Jump Shot,3,3.5
Kyrie Irving,2014,1,0,24,6.6,78.0,Jump Shot,0,0.8
Kyrie Irving,2014,1,0,25,6.3,78.0,Jump Shot,5,5.7
Jarrett Jack,2014,1,0,22,6.8,78.0,Jump Shot,0,0.9
Isaiah Thomas,2014,1,0,25,4.7,72.0,Jump Shot,1,2.5
Marcus Thornton,2014,0,0,24,5.3,72.0,Jump Shot,0,0.8
Arron Afflalo,2014,1,0,25,2.4,80.0,Jump Shot,0,1.0
Victor Oladipo,2014,1,0,23,11.7,75.0,Jump Shot,0,1.0
Jameer Nelson,2014,1,0,25,4.8,74.0,Jump Shot,5,5.0
John Wall,2014,1,0,24,4.8,75.0,Jump Shot,16,15.2
Kevin Martin,2014,1,0,24,4.7,82.0,Jump Shot,1,1.8
Greivis Vasquez,2014,1,0,25,5.6,80.0,Jump Shot,0,1.0
Jared Sullinger,2014,1,0,26,5.1,82.0,Jump Shot,0,1.1
Darren Collison,2014,1,0,23,15.3,84.0,Jump Shot,0,1.2
JJ Redick,2014,1,0,22,5.7,79.0,Jump Shot,0,0.8
Darren Collison,2014,1,0,23,17.6,79.0,Jump Shot,0,0.0
Jamal Crawford,2014,0,0,25,8.0,79.0,Jump Shot,0,1.1
Kyle Lowry,2014,1,0,25,4.0,74.0,Jump Shot,20,18.1
Kyle Lowry,2014,1,0,24,4.4,79.0,Jump Shot,0,0.8
Alan Anderson,2014,1,0,25,1.4,80.0,Jump Shot,0,1.8
Paul Pierce,2014,1,0,24,6.1,81.0,Jump Shot,0,1.0
Alan Anderson,2014,1,0,25,3.1,72.0,Jump Shot,0,2.5
Paul Pierce,2014,1,0,24,4.9,78.0,Jump Shot,0,1.0
Alan Anderson,2014,1,0,22,14.3,78.0,Jump Shot,0,0.7
John Wall,2014,1,0,25,9.5,75.0,Jump Shot,1,1.0
Trevor Ariza,2014,1,0,22,4.5,77.0,Jump Shot,1,1.0
Trevor Ariza,2014,1,0,23,18.6,77.0,Jump Shot,0,0.8
Aaron Brooks,2014,0,0,49,3.4,76.0,Jump Shot,1,1.4
James Harden,2014,1,0,26,4.6,80.0,Jump Shot,1,1.6
Jeremy Lin,2014,0,0,25,6.3,77.0,Jump Shot,0,0.9
James Harden,2014,1,0,27,6.2,80.0,Jump Shot,0,0.8
Goran Dragic,2014,1,0,25,5.8,83.0,Jump Shot,9,9.0
Gerald Green,2014,1,0,26,4.1,80.0,Jump Shot,0,1.1
Tony Wroten,2014,1,0,25,5.8,73.0,Jump Shot,4,5.0
JR Smith,2014,1,0,25,6.9,78.0,Jump Shot,0,0.9
Iman Shumpert,2014,1,0,23,6.7,80.0,Jump Shot,0,0.9
Iman Shumpert,2014,0,0,42,16.3,77.0,Jump Shot,2,1.6
Kirk Hinrich,2014,1,0,24,5.0,72.0,Jump Shot,0,1.0
Kirk Hinrich,2014,1,0,22,6.3,72.0,Jump Shot,0,1.4
Josh McRoberts,2014,1,0,24,7.4,83.0,Jump Shot,0,1.2
Kemba Walker,2014,1,0,25,3.4,71.0,Jump Shot,0,0.8
Kevin Durant,2014,1,0,23,10.7,79.0,Jump Shot,0,0.9
Serge Ibaka,2014,1,0,22,8.7,81.0,Jump Shot,0,0.9
Kevin Durant,2014,1,0,24,8.1,74.0,Jump Shot,0,1.0
Reggie Jackson,2014,0,0,24,4.1,74.0,Jump Shot,0,1.1
Jeremy Lamb,2014,1,0,24,4.9,74.0,Jump Shot,0,0.8
Brandon Knight,2014,0,0,26,4.9,75.0,Jump Shot,5,4.5
Ersan Ilyasova,2014,1,0,24,4.2,82.0,Jump Shot,0,1.1
Brandon Knight,2014,1,0,24,5.2,75.0,Jump Shot,0,0.8
Khris Middleton,2014,1,0,23,8.0,77.0,Jump Shot,0,0.8
Jose Calderon,2014,1,0,26,10.7,82.0,Jump Shot,0,0.0
Dirk Nowitzki,2014,1,0,25,2.9,86.0,Jump Shot,0,0.2
Jose Calderon,2014,1,0,23,5.4,80.0,Jump Shot,0,0.9
Jose Calderon,2014,1,0,26,5.6,73.0,Jump Shot,0,1.0
Dirk Nowitzki,2014,1,0,25,8.5,73.0,Jump Shot,0,1.0
Dirk Nowitzki,2014,1,0,26,4.5,82.0,Jump Shot,0,0.9
Dirk Nowitzki,2014,1,0,24,5.4,80.0,Jump Shot,0,1.1
Vince Carter,2014,1,0,22,7.7,78.0,Jump Shot,0,0.8
Dirk Nowitzki,2014,1,0,25,4.6,86.0,Jump Shot,0,1.1
Anthony Morrow,2014,0,0,24,2.7,71.0,Jump Shot,0,0.7
Austin Rivers,2014,0,0,24,6.3,71.0,Jump Shot,16,11.4
Eric Gordon,2014,1,0,26,4.7,75.0,Jump Shot,0,0.8
Eric Gordon,2014,1,0,23,8.7,75.0,Jump Shot,0,1.1
Brian Roberts,2014,0,0,22,2.2,75.0,Jump Shot,0,0.9
Darius Miller,2014,1,0,22,6.3,78.0,Jump Shot,0,0.0
Randy Foye,2014,1,0,24,7.7,72.0,Jump Shot,0,1.0
Randy Foye,2014,1,0,27,6.0,76.0,Jump Shot,0,0.9
Evan Fournier,2014,1,0,25,9.3,80.0,Jump Shot,1,1.4
Ty Lawson,2014,1,0,25,6.2,76.0,Jump Shot,0,1.0
Randy Foye,2014,1,0,25,9.5,76.0,Jump Shot,0,1.5
Ty Lawson,2014,1,0,26,13.7,76.0,Jump Shot,0,1.4
Jameer Nelson,2014,1,0,22,1.3,71.0,Jump Shot,0,1.2
Jameer Nelson,2014,1,0,24,4.5,71.0,Jump Shot,10,10.9
James Harden,2014,1,0,25,2.4,76.0,Jump Shot,9,8.8
Damian Lillard,2014,1,0,24,10.2,80.0,Jump Shot,0,1.0
Wesley Matthews,2014,1,0,24,9.4,80.0,Jump Shot,0,1.1
CJ McCollum,2014,1,0,24,4.6,75.0,Jump Shot,0,0.8
CJ McCollum,2014,1,0,22,4.5,75.0,Jump Shot,0,0.8
Mo Williams,2014,1,0,24,4.1,75.0,Jump Shot,0,0.7
Wesley Matthews,2014,1,0,24,8.4,80.0,Jump Shot,0,0.0
Jared Sullinger,2014,1,0,25,6.0,81.0,Jump Shot,0,1.1
Jeff Green,2014,0,0,25,6.7,81.0,Jump Shot,0,1.1
Jared Sullinger,2014,1,0,24,6.3,84.0,Jump Shot,0,0.9
Isaiah Thomas,2014,0,0,23,4.6,74.0,Jump Shot,0,1.0
Rudy Gay,2014,1,0,25,8.8,81.0,Jump Shot,0,0.8
Luol Deng,2014,1,0,24,4.1,80.0,Jump Shot,0,1.3
CJ Miles,2014,1,0,24,5.9,80.0,Jump Shot,2,2.4
Mike Conley,2014,0,0,25,4.9,75.0,Jump Shot,0,0.8
James Johnson,2014,1,0,22,5.2,75.0,Jump Shot,0,0.7
Jeff Teague,2014,1,0,23,8.6,77.0,Jump Shot,0,0.0
Kyle Korver,2014,1,0,24,4.2,77.0,Jump Shot,0,0.6
Kawhi Leonard,2014,1,0,24,4.9,81.0,Jump Shot,0,1.5
Marco Belinelli,2014,1,0,25,8.1,81.0,Jump Shot,0,0.9
Chase Budinger,2014,1,0,23,2.2,79.0,Jump Shot,0,0.6
Tony Wroten,2014,1,0,57,5.5,83.0,Jump Shot,1,1.3
Kevin Love,2014,0,0,73,17.9,80.0,Jump Shot,1,1.6
Kyle Lowry,2014,1,0,24,13.0,74.0,Jump Shot,0,1.0
Kevin Martin,2014,0,0,23,4.9,74.0,Jump Shot,0,1.0
Patrick Patterson,2014,1,0,25,6.5,81.0,Jump Shot,0,0.7
Greivis Vasquez,2014,1,0,27,6.7,79.0,Jump Shot,0,0.8
Kyle Lowry,2014,1,0,25,4.6,74.0,Jump Shot,0,0.9
Kyle Lowry,2014,1,0,27,5.3,74.0,Jump Shot,0,0.8
Patrick Patterson,2014,0,0,24,6.1,79.0,Jump Shot,0,0.8
Ersan Ilyasova,2014,1,0,25,7.2,80.0,Jump Shot,0,1.0
Ersan Ilyasova,2014,1,0,26,8.2,81.0,Jump Shot,0,0.9
Brandon Knight,2014,1,0,26,4.5,72.0,Jump Shot,0,1.0
Ersan Ilyasova,2014,1,0,26,7.1,80.0,Jump Shot,0,1.0
Avery Bradley,2014,1,0,23,5.4,75.0,Jump Shot,1,0.9
Avery Bradley,2014,0,0,24,4.2,77.0,Jump Shot,0,0.7
James Harden,2014,1,0,26,5.6,76.0,Jump Shot,18,16.4
Chandler Parsons,2014,1,0,24,6.2,83.0,Jump Shot,0,1.0
James Harden,2014,1,0,24,18.3,75.0,Jump Shot,1,2.1
Chandler Parsons,2014,1,0,23,6.5,80.0,Jump Shot,0,0.7
Jeremy Lin,2014,1,0,25,7.4,77.0,Jump Shot,1,1.0
Carmelo Anthony,2014,1,0,27,5.0,79.0,Jump Shot,0,1.0
Iman Shumpert,2014,1,0,24,6.3,79.0,Jump Shot,0,0.9
Goran Dragic,2014,1,0,25,5.9,73.0,Jump Shot,0,0.0
Goran Dragic,2014,1,0,23,1.6,77.0,Jump Shot,0,0.0
Leandro Barbosa,2014,0,0,24,5.5,73.0,Jump Shot,0,0.8
Jimmy Butler,2014,1,0,23,8.4,80.0,Jump Shot,0,0.8
Mike Dunleavy,2014,1,0,24,5.1,77.0,Jump Shot,0,0.8
Jimmy Butler,2014,1,0,24,2.9,75.0,Jump Shot,1,1.1
Mike Dunleavy,2014,1,0,22,4.6,80.0,Jump Shot,0,0.7
Trevor Ariza,2014,1,0,25,6.1,81.0,Jump Shot,0,0.8
Bradley Beal,2014,0,0,23,3.3,79.0,Jump Shot,1,0.8
Trevor Ariza,2014,1,0,22,14.7,79.0,Jump Shot,0,0.0
Eric Gordon,2014,1,0,25,7.5,79.0,Jump Shot,0,1.0
Brian Roberts,2014,1,0,24,8.7,74.0,Jump Shot,0,0.3
Anthony Morrow,2014,1,0,24,7.9,74.0,Jump Shot,0,0.9
Brian Roberts,2014,1,0,25,5.4,78.0,Jump Shot,3,3.4
Darius Miller,2014,0,0,27,4.9,77.0,Jump Shot,4,3.3
Jose Calderon,2014,1,0,24,4.5,76.0,Jump Shot,0,0.9
Vince Carter,2014,1,0,24,3.7,79.0,Jump Shot,0,3.7
Vince Carter,2014,1,0,24,4.5,79.0,Jump Shot,2,1.4
Jose Calderon,2014,1,0,24,10.0,72.0,Jump Shot,0,0.8
Jose Calderon,2014,1,0,24,3.1,72.0,Jump Shot,0,1.1
Monta Ellis,2014,1,0,24,7.9,72.0,Jump Shot,9,8.7
Vince Carter,2014,1,0,23,4.2,79.0,Jump Shot,0,4.3
Jameer Nelson,2014,1,0,24,4.2,75.0,Jump Shot,7,7.0
Jameer Nelson,2014,1,0,24,4.8,75.0,Jump Shot,0,1.0
Jameer Nelson,2014,1,0,26,3.6,75.0,Jump Shot,2,3.4
