name,team_name,game_date,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,dribbles,touch_time,defender_name,defender_distance,defender_height,isClutch,year
Randy Foye,Denver Nuggets,2014-02-03,0,1,Fadeaway Jump Shot,3PT Field Goal,29,1,1.7,"Griffin, Blake",4.0,81.0,1,2014
Mike Dunleavy,Chicago Bulls,2013-12-13,5,1,Jump Bank Shot,3PT Field Goal,26,0,0.7,"Henson, John",4.8,81.0,1,2014
Jameer Nelson,Orlando Magic,2014-01-19,11,0,Jump Shot,3PT Field Goal,24,0,0.9,"Bradley, Avery",3.8,75.0,1,2014
JR Smith,New York Knicks,2014-04-04,2,0,Jump Shot,3PT Field Goal,24,0,0.9,"Beal, Bradley",2.5,75.0,1,2014
Kevin Love,Minnesota Timberwolves,2014-04-04,1,0,Jump Shot,3PT Field Goal,24,1,2.2,"Bosh, Chris",3.9,83.0,1,2014
Rodney Stuckey,Detroit Pistons,2014-01-22,0,0,Jump Shot,3PT Field Goal,24,0,1.0,"Middleton, Khris",0.4,79.0,1,2014
Randy Foye,Denver Nuggets,2014-01-23,17,0,Jump Shot,3PT Field Goal,27,6,5.9,"Lillard, Damian",4.2,74.0,1,2014
Jimmy Butler,Chicago Bulls,2014-01-17,0,0,Jump Shot,3PT Field Goal,25,6,7.5,Nene,1.1,83.0,1,2014
Evan Fournier,Denver Nuggets,2013-10-30,29,0,Jump Shot,3PT Field Goal,23,0,0.7,"Cousins, DeMarcus",5.4,83.0,1,2014
Trevor Ariza,Washington Wizards,2013-12-09,5,0,Jump Shot,3PT Field Goal,22,0,4.2,"Foye, Randy",5.3,76.0,1,2014
Jose Calderon,Dallas Mavericks,2014-01-15,3,0,Jump Shot,3PT Field Goal,25,0,0.8,"Crawford, Jamal",4.7,77.0,1,2014
Robbie Hummel,Minnesota Timberwolves,2014-03-19,2,0,Jump Shot,3PT Field Goal,23,0,0.8,"Nowitzki, Dirk",9.2,84.0,1,2014
Al Harrington,Washington Wizards,2014-02-27,20,0,Jump Shot,3PT Field Goal,22,0,0.6,"Patterson, Patrick",6.3,80.0,1,2014
Dion Waiters,Cleveland Cavaliers,2014-02-09,0,0,Jump Shot,3PT Field Goal,32,4,3.4,"Lee, Courtney",4.7,77.0,1,2014
Anthony Morrow,New Orleans Pelicans,2014-03-12,15,0,Jump Shot,3PT Field Goal,26,0,0.6,"Johnson, James",4.4,79.0,1,2014
Kevin Durant,Oklahoma City Thunder,2013-10-30,20,0,Jump Shot,3PT Field Goal,24,4,10.2,"Hayward, Gordon",4.5,79.0,1,2014
Darren Collison,Los Angeles Clippers,2014-04-03,26,0,Jump Shot,3PT Field Goal,23,0,0.8,"Ellis, Monta",4.3,75.0,1,2014
Victor Oladipo,Orlando Magic,2014-03-14,0,0,Jump Shot,3PT Field Goal,27,6,5.8,"Ariza, Trevor",4.2,80.0,1,2014
Tyreke Evans,New Orleans Pelicans,2014-04-09,19,0,Jump Shot,3PT Field Goal,25,7,6.8,"Morris, Markieff",4.6,80.0,1,2014
Joe Johnson,Brooklyn Nets,2013-11-09,11,0,Jump Shot,3PT Field Goal,24,0,0.7,"Stephenson, Lance",3.4,78.0,1,2014
Stephen Curry,Golden State Warriors,2014-04-10,0,0,Jump Shot,3PT Field Goal,29,0,0.4,"Brooks, Aaron",5.5,72.0,1,2014
Evan Fournier,Denver Nuggets,2014-04-10,15,0,Jump Shot,3PT Field Goal,26,0,0.6,"Thompson, Klay",5.5,78.0,1,2014
Jameer Nelson,Orlando Magic,2014-01-02,0,0,Jump Shot,3PT Field Goal,23,0,0.5,"Dellavedova, Matthew",2.4,75.0,1,2014
Al Jefferson,Charlotte Bobcats,2013-12-30,10,0,Jump Shot,3PT Field Goal,24,0,0.8,"Williams, Marvin",5.3,80.0,1,2014
Kyle Lowry,Toronto Raptors,2014-01-05,5,0,Jump Shot,3PT Field Goal,26,5,4.4,"Cole, Norris",3.5,74.0,1,2014
Brandon Jennings,Detroit Pistons,2013-12-18,18,0,Jump Shot,3PT Field Goal,25,21,12.7,"Bradley, Avery",2.3,75.0,1,2014
LeBron James,Miami Heat,2013-12-27,0,0,Jump Shot,3PT Field Goal,25,4,3.8,"Cousins, DeMarcus",4.9,83.0,1,2014
Randy Foye,Denver Nuggets,2013-12-20,5,0,Jump Shot,3PT Field Goal,28,0,1.0,"Bledsoe, Eric",5.7,73.0,1,2014
Kyrie Irving,Cleveland Cavaliers,2013-12-17,0,0,Jump Shot,3PT Field Goal,33,0,0.3,"Batum, Nicolas",8.6,81.0,1,2014
Dirk Nowitzki,Dallas Mavericks,2014-03-25,30,0,Jump Shot,3PT Field Goal,25,0,0.7,"Durant, Kevin",4.9,82.0,1,2014
Luol Deng,Chicago Bulls,2013-11-02,30,0,Jump Shot,3PT Field Goal,24,0,0.7,"Turner, Evan",6.9,78.0,1,2014
Brian Roberts,New Orleans Pelicans,2014-02-21,1,0,Jump Shot,3PT Field Goal,38,5,2.5,"Walker, Kemba",2.7,72.0,1,2014
Wesley Matthews,Portland Trail Blazers,2014-04-13,1,0,Jump Shot,3PT Field Goal,22,0,0.5,"Green, Draymond",3.8,78.0,1,2014
Jared Sullinger,Boston Celtics,2014-04-11,5,0,Jump Shot,3PT Field Goal,28,0,0.9,"Jefferson, Al",3.6,82.0,1,2014
Greivis Vasquez,Toronto Raptors,2014-01-20,15,0,Jump Shot,3PT Field Goal,23,0,0.6,"Henderson, Gerald",6.9,77.0,1,2014
Wesley Matthews,Portland Trail Blazers,2014-03-03,12,0,Jump Shot,3PT Field Goal,22,1,2.4,"Bazemore, Kent",1.6,76.0,1,2014
Damian Lillard,Portland Trail Blazers,2014-02-11,0,0,Jump Shot,3PT Field Goal,23,0,0.1,"Sefolosha, Thabo",2.4,78.0,1,2014
Khris Middleton,Milwaukee Bucks,2013-11-27,15,0,Jump Shot,3PT Field Goal,24,2,1.8,Nene,1.5,83.0,1,2014
Josh McRoberts,Charlotte Bobcats,2013-12-27,3,0,Jump Shot,3PT Field Goal,25,0,1.0,"Jackson, Reggie",15.0,75.0,1,2014
Isaiah Thomas,Sacramento Kings,2013-11-05,3,0,Jump Shot,3PT Field Goal,25,0,0.9,"Millsap, Paul",2.8,79.0,1,2014
Marvin Williams,Utah Jazz,2013-12-27,27,0,Jump Shot,3PT Field Goal,25,0,0.9,"Meeks, Jodie",5.9,76.0,1,2014
Monta Ellis,Dallas Mavericks,2014-04-16,13,1,Jump Shot,3PT Field Goal,25,0,0.9,"Lee, Courtney",3.5,77.0,1,2014
Brandon Jennings,Detroit Pistons,2014-04-16,1,0,Jump Shot,3PT Field Goal,30,0,0.8,"Westbrook, Russell",3.1,75.0,1,2014
Patrick Beverley,Houston Rockets,2014-01-24,0,0,Jump Shot,3PT Field Goal,24,0,1.5,"Conley, Mike",4.5,73.0,1,2014
Paul George,Indiana Pacers,2014-02-09,26,0,Jump Shot,3PT Field Goal,25,0,1.2,"Vucevic, Nikola",6.7,83.0,1,2014
Ryan Anderson,New Orleans Pelicans,2013-12-21,5,0,Jump Shot,3PT Field Goal,24,2,1.8,"Aldridge, LaMarcus",3.7,83.0,1,2014
Dwight Buycks,Toronto Raptors,2014-04-16,7,0,Jump Shot,3PT Field Goal,24,1,1.9,"Hardaway Jr., Tim",3.3,77.0,1,2014
Paul Pierce,Brooklyn Nets,2014-01-27,0,0,Jump Shot,3PT Field Goal,29,5,5.5,"Johnson, Amir",2.7,81.0,1,2014
Mike Conley,Memphis Grizzlies,2014-02-22,6,0,Jump Shot,3PT Field Goal,29,0,1.0,"Jefferson, Al",6.8,82.0,1,2014
Steve Blake,Los Angeles Lakers,2013-11-15,12,0,Jump Shot,3PT Field Goal,23,0,0.8,"Gasol, Marc",5.8,83.0,1,2014
JJ Redick,Los Angeles Clippers,2013-11-06,26,0,Jump Shot,3PT Field Goal,25,1,1.7,"Nelson, Jameer",7.2,72.0,1,2014
Jarrett Jack,Cleveland Cavaliers,2013-11-01,12,0,Jump Shot,3PT Field Goal,27,2,1.9,"Henderson, Gerald",4.0,77.0,1,2014
James Harden,Houston Rockets,2014-03-09,8,1,Jump Shot,3PT Field Goal,24,0,0.9,"Matthews, Wesley",1.7,76.0,1,2014
Ryan Anderson,New Orleans Pelicans,2013-12-11,27,0,Jump Shot,3PT Field Goal,25,0,0.7,"Smith, Josh",7.6,81.0,1,2014
Rajon Rondo,Boston Celtics,2014-01-17,1,0,Jump Shot,3PT Field Goal,24,6,5.5,"Gasol, Pau",5.8,84.0,1,2014
Eric Bledsoe,Phoenix Suns,2013-11-01,0,1,Jump Shot,3PT Field Goal,24,7,14.4,"Hayward, Gordon",4.7,79.0,1,2014
Nicolas Batum,Portland Trail Blazers,2014-02-12,29,0,Jump Shot,3PT Field Goal,26,0,1.8,"Crawford, Jamal",4.7,77.0,1,2014
Mo Williams,Portland Trail Blazers,2013-12-07,10,0,Jump Shot,3PT Field Goal,25,0,1.0,"Nowitzki, Dirk",11.8,84.0,1,2014
Larry Sanders,Milwaukee Bucks,2014-01-15,2,0,Jump Shot,3PT Field Goal,26,0,1.1,"Miller, Mike",8.0,80.0,1,2014
Leandro Barbosa,Phoenix Suns,2014-01-11,11,0,Jump Shot,3PT Field Goal,24,0,0.8,"Jennings, Brandon",7.7,73.0,1,2014
Nate Wolters,Milwaukee Bucks,2014-02-18,29,1,Jump Shot,3PT Field Goal,26,10,7.7,"Harris, Tobias",4.4,80.0,1,2014
Gerald Green,Phoenix Suns,2013-11-06,1,0,Jump Shot,3PT Field Goal,29,5,4.2,"Belinelli, Marco",1.9,77.0,1,2014
Steve Blake,Los Angeles Lakers,2013-11-07,1,1,Jump Shot,3PT Field Goal,25,0,0.6,"Howard, Dwight",7.0,82.0,1,2014
Victor Oladipo,Orlando Magic,2013-11-08,0,0,Jump Shot,3PT Field Goal,44,4,2.6,"Bradley, Avery",2.8,75.0,1,2014
Brandon Knight,Milwaukee Bucks,2014-02-03,2,1,Jump Shot,3PT Field Goal,25,19,16.4,"Felton, Raymond",3.7,73.0,1,2014
Jason Terry,Brooklyn Nets,2013-11-08,0,0,Jump Shot,3PT Field Goal,32,0,1.2,"Ariza, Trevor",11.0,80.0,1,2014
Austin Rivers,New Orleans Pelicans,2014-03-12,0,0,Jump Shot,3PT Field Goal,65,1,0.5,"Conley, Mike",3.9,73.0,1,2014
Timofey Mozgov,Denver Nuggets,2014-03-31,4,0,Jump Shot,3PT Field Goal,25,0,0.6,"Randolph, Zach",4.6,81.0,1,2014
Carmelo Anthony,New York Knicks,2014-02-03,19,1,Jump Shot,3PT Field Goal,25,0,1.2,"Middleton, Khris",4.6,79.0,1,2014
Carmelo Anthony,New York Knicks,2014-02-03,0,0,Jump Shot,3PT Field Goal,26,1,1.0,"Ilyasova, Ersan",3.0,81.0,1,2014
Nicolas Batum,Portland Trail Blazers,2014-02-12,20,0,Jump Shot,3PT Field Goal,27,1,3.2,"Crawford, Jamal",0.8,77.0,1,2014
Darius Miller,New Orleans Pelicans,2014-04-04,8,0,Jump Shot,3PT Field Goal,24,0,0.8,"Williams, Marvin",5.5,80.0,1,2014
Rudy Gay,Sacramento Kings,2014-03-16,21,0,Jump Shot,3PT Field Goal,24,0,1.4,"Brewer, Corey",3.0,81.0,1,2014
John Wall,Washington Wizards,2014-03-14,10,1,Jump Shot,3PT Field Goal,26,0,1.5,"Harris, Tobias",4.2,80.0,1,2014
Glen Davis,Orlando Magic,2013-12-15,2,0,Jump Shot,3PT Field Goal,24,1,1.4,"Sefolosha, Thabo",3.3,78.0,1,2014
Nick Young,Los Angeles Lakers,2013-11-26,15,0,Jump Shot,3PT Field Goal,27,0,0.9,Nene,5.9,83.0,1,2014
Kevin Martin,Minnesota Timberwolves,2014-04-16,30,0,Jump Shot,3PT Field Goal,25,0,1.0,"Hayward, Gordon",5.9,79.0,1,2014
James Johnson,Memphis Grizzlies,2014-01-07,13,1,Jump Shot,3PT Field Goal,25,2,2.6,"Belinelli, Marco",11.0,77.0,1,2014
Paul George,Indiana Pacers,2014-03-04,0,0,Jump Shot,3PT Field Goal,29,0,0.6,"Bogut, Andrew",4.5,84.0,1,2014
Goran Dragic,Phoenix Suns,2014-02-23,0,0,Jump Shot,3PT Field Goal,25,1,1.8,"Lin, Jeremy",2.4,75.0,1,2014
James Anderson,Philadelphia 76ers,2013-11-13,6,1,Jump Shot,3PT Field Goal,25,1,1.3,"Lin, Jeremy",2.5,75.0,1,2014
Tony Wroten,Philadelphia 76ers,2013-11-13,0,0,Jump Shot,3PT Field Goal,58,2,1.6,"Lin, Jeremy",11.1,75.0,1,2014
Matt Barnes,Los Angeles Clippers,2014-02-03,6,1,Jump Shot,3PT Field Goal,25,0,0.7,"Faried, Kenneth",4.8,80.0,1,2014
Shane Battier,Miami Heat,2013-10-30,19,0,Jump Shot,3PT Field Goal,23,0,0.6,"Young, Thaddeus",5.1,80.0,1,2014
Dion Waiters,Cleveland Cavaliers,2014-01-05,24,0,Jump Shot,3PT Field Goal,25,12,9.2,"Hibbert, Roy",6.0,86.0,1,2014
Darius Miller,New Orleans Pelicans,2014-01-15,2,0,Jump Shot,3PT Field Goal,25,0,0.6,"Lin, Jeremy",4.8,75.0,1,2014
Paul Pierce,Brooklyn Nets,2014-02-01,4,0,Jump Shot,3PT Field Goal,23,1,1.1,"Stephenson, Lance",1.3,78.0,1,2014
Kevin Love,Minnesota Timberwolves,2013-11-04,1,0,Jump Shot,3PT Field Goal,25,0,1.1,"Thompson, Tristan",3.0,81.0,1,2014
Isaiah Thomas,Sacramento Kings,2014-03-16,17,0,Jump Shot,3PT Field Goal,25,0,0.9,"Rubio, Ricky",1.3,75.0,1,2014
Jrue Holiday,New Orleans Pelicans,2013-12-30,18,0,Jump Shot,3PT Field Goal,24,12,10.5,"Matthews, Wesley",4.6,76.0,1,2014
James Harden,Houston Rockets,2014-02-20,1,0,Jump Shot,3PT Field Goal,26,1,1.5,"Green, Draymond",3.4,78.0,1,2014
Jeff Green,Boston Celtics,2014-02-19,5,0,Jump Shot,3PT Field Goal,24,4,3.2,"Morris, Markieff",3.1,80.0,1,2014
Klay Thompson,Golden State Warriors,2014-03-16,11,1,Jump Shot,3PT Field Goal,24,0,0.7,"Lillard, Damian",7.3,74.0,1,2014
Kemba Walker,Charlotte Bobcats,2013-11-01,17,0,Jump Shot,3PT Field Goal,25,23,21.6,"Irving, Kyrie",2.1,74.0,1,2014
Jamal Crawford,Los Angeles Clippers,2013-12-25,0,0,Jump Shot,3PT Field Goal,28,0,0.6,"Iguodala, Andre",16.6,78.0,1,2014
Jordan Crawford,Boston Celtics,2013-12-31,6,0,Jump Shot,3PT Field Goal,25,0,1.0,"Mack, Shelvin",5.5,75.0,1,2014
Kawhi Leonard,San Antonio Spurs,2013-11-08,19,0,Jump Shot,3PT Field Goal,25,0,0.9,"Iguodala, Andre",5.1,78.0,1,2014
Gordon Hayward,Utah Jazz,2013-10-30,2,0,Jump Shot,3PT Field Goal,28,3,3.1,"Durant, Kevin",7.4,82.0,1,2014
Nicolas Batum,Portland Trail Blazers,2013-12-26,5,1,Jump Shot,3PT Field Goal,25,0,1.8,"Paul, Chris",1.4,73.0,1,2014
Gerald Green,Phoenix Suns,2013-11-19,0,0,Jump Shot,3PT Field Goal,56,0,0.4,"Cousins, DeMarcus",6.2,83.0,1,2014
Jeff Green,Boston Celtics,2014-01-22,1,0,Jump Shot,3PT Field Goal,28,0,1.1,"Ariza, Trevor",4.3,80.0,1,2014
Serge Ibaka,Oklahoma City Thunder,2014-01-14,11,0,Jump Shot,3PT Field Goal,22,0,0.9,"Conley, Mike",5.9,73.0,1,2014
Ramon Sessions,Milwaukee Bucks,2014-03-18,0,0,Jump Shot,3PT Field Goal,26,2,3.3,"Matthews, Wesley",2.6,76.0,1,2014
Shawne Williams,Los Angeles Lakers,2013-12-29,20,0,Jump Shot,3PT Field Goal,26,0,0.9,"Young, Thaddeus",9.4,80.0,1,2014
Reggie Jackson,Oklahoma City Thunder,2014-01-14,0,0,Jump Shot,3PT Field Goal,58,1,0.9,"Conley, Mike",3.3,73.0,1,2014
John Wall,Washington Wizards,2014-02-05,27,0,Jump Shot,3PT Field Goal,38,7,8.8,"Green, Danny",4.0,78.0,1,2014
Paul George,Indiana Pacers,2014-02-07,12,0,Jump Shot,3PT Field Goal,25,0,0.9,"Batum, Nicolas",2.1,81.0,1,2014
Paul George,Indiana Pacers,2013-12-18,4,0,Jump Shot,3PT Field Goal,25,0,0.7,"James, LeBron",2.7,81.0,1,2014
Kyrie Irving,Cleveland Cavaliers,2014-02-25,10,0,Jump Shot,3PT Field Goal,25,10,6.9,"Johnson, Amir",3.9,81.0,1,2014
Paul Pierce,Brooklyn Nets,2013-11-27,2,0,Jump Shot,3PT Field Goal,27,6,5.4,"Gasol, Pau",5.7,84.0,1,2014
Caron Butler,Milwaukee Bucks,2013-11-22,8,1,Jump Shot,3PT Field Goal,23,0,0.6,"Turner, Evan",4.6,78.0,1,2014
Nick Young,Los Angeles Lakers,2014-01-14,9,0,Jump Shot,3PT Field Goal,26,4,3.5,"Waiters, Dion",2.5,75.0,1,2014
JR Smith,New York Knicks,2014-01-03,19,0,Jump Shot,3PT Field Goal,25,0,1.0,"Brooks, Aaron",14.2,72.0,1,2014
Mike Dunleavy,Chicago Bulls,2013-11-22,12,0,Jump Shot,3PT Field Goal,26,0,0.8,"Lillard, Damian",3.4,74.0,1,2014
Luol Deng,Chicago Bulls,2013-11-22,0,0,Jump Shot,3PT Field Goal,29,0,0.9,"Matthews, Wesley",4.8,76.0,1,2014
Mike Conley,Memphis Grizzlies,2014-02-22,1,0,Jump Shot,3PT Field Goal,25,1,1.6,"Henderson, Gerald",3.1,77.0,1,2014
Brian Roberts,New Orleans Pelicans,2014-02-22,0,0,Jump Shot,3PT Field Goal,77,0,0.3,"Wall, John",2.9,76.0,1,2014
Monta Ellis,Dallas Mavericks,2013-11-20,19,0,Jump Shot,3PT Field Goal,25,11,9.8,"Beverley, Patrick",4.6,73.0,1,2014
Eric Gordon,New Orleans Pelicans,2013-11-26,1,0,Jump Shot,3PT Field Goal,22,0,0.7,"Curry, Stephen",7.7,75.0,1,2014
JR Smith,New York Knicks,2014-02-18,24,0,Jump Shot,3PT Field Goal,23,0,0.8,"Lee, Courtney",5.8,77.0,1,2014
Arron Afflalo,Orlando Magic,2014-03-28,7,1,Jump Shot,3PT Field Goal,26,2,5.0,"Henderson, Gerald",7.1,77.0,1,2014
Nick Young,Los Angeles Lakers,2014-03-27,0,0,Jump Shot,3PT Field Goal,26,0,0.2,"Udoh, Ekpe",3.9,82.0,1,2014
Brandon Knight,Milwaukee Bucks,2013-12-06,15,1,Jump Shot,3PT Field Goal,26,3,3.3,"Wall, John",4.8,76.0,1,2014
Gerald Wallace,Boston Celtics,2014-01-10,0,0,Jump Shot,3PT Field Goal,27,0,0.7,"Bogut, Andrew",4.6,84.0,1,2014
Trey Burke,Utah Jazz,2014-03-22,1,1,Jump Shot,3PT Field Goal,23,0,0.6,"Oladipo, Victor",4.4,76.0,1,2014
Jeff Teague,Atlanta Hawks,2013-12-02,4,1,Jump Shot,3PT Field Goal,25,8,6.8,"Leonard, Kawhi",2.8,79.0,1,2014
Kyrie Irving,Cleveland Cavaliers,2013-12-29,9,1,Jump Shot,3PT Field Goal,25,7,5.8,"Thompson, Klay",3.7,78.0,1,2014
Monta Ellis,Dallas Mavericks,2014-03-23,0,0,Jump Shot,3PT Field Goal,25,8,8.0,"Anderson, Alan",4.7,78.0,1,2014
Damian Lillard,Portland Trail Blazers,2013-12-30,10,1,Jump Shot,3PT Field Goal,26,6,4.8,"Aminu, Al-Farouq",4.6,80.0,1,2014
Trevor Ariza,Washington Wizards,2014-01-25,10,0,Jump Shot,3PT Field Goal,24,1,1.6,"Burks, Alec",2.4,78.0,1,2014
Paul Pierce,Brooklyn Nets,2014-03-24,24,1,Jump Shot,3PT Field Goal,25,0,1.0,"Aminu, Al-Farouq",2.0,80.0,1,2014
Glen Davis,Orlando Magic,2013-12-03,18,1,Jump Shot,3PT Field Goal,25,2,2.7,"Carter-Williams, Michael",5.2,77.0,1,2014
John Wall,Washington Wizards,2014-01-25,0,0,Jump Shot,3PT Field Goal,33,1,0.8,"Jefferson, Richard",3.7,79.0,1,2014
Jose Calderon,Dallas Mavericks,2014-03-25,26,1,Jump Shot,3PT Field Goal,24,0,0.8,"Durant, Kevin",2.5,82.0,1,2014
Timofey Mozgov,Denver Nuggets,2014-01-29,0,0,Jump Shot,3PT Field Goal,79,0,1.1,"Jefferson, Al",19.3,82.0,1,2014
Nicolas Batum,Portland Trail Blazers,2013-12-04,29,1,Jump Shot,3PT Field Goal,24,0,1.0,"Durant, Kevin",12.5,82.0,1,2014
Ty Lawson,Denver Nuggets,2013-12-30,2,0,Jump Shot,3PT Field Goal,24,9,8.6,"Bosh, Chris",4.8,83.0,1,2014
Chris Singleton,Washington Wizards,2013-12-06,1,0,Jump Shot,3PT Field Goal,23,0,0.8,"Middleton, Khris",5.8,79.0,1,2014
George Hill,Indiana Pacers,2014-02-07,8,1,Jump Shot,3PT Field Goal,25,0,0.5,"Matthews, Wesley",1.6,76.0,1,2014
Michael Beasley,Miami Heat,2013-12-30,30,1,Jump Shot,3PT Field Goal,26,0,0.7,"Arthur, Darrell",6.8,81.0,1,2014
Ben McLemore,Sacramento Kings,2013-12-07,3,1,Jump Shot,3PT Field Goal,24,1,1.1,"Jefferson, Richard",8.8,79.0,1,2014
Brandon Jennings,Detroit Pistons,2014-01-24,0,0,Jump Shot,3PT Field Goal,49,1,1.5,"Roberts, Brian",4.0,73.0,1,2014
Jamal Crawford,Los Angeles Clippers,2014-03-26,0,0,Jump Shot,3PT Field Goal,27,1,1.7,"Miller, Darius",2.2,78.0,1,2014
Wesley Matthews,Portland Trail Blazers,2013-12-31,27,0,Jump Shot,3PT Field Goal,23,1,1.9,"Sefolosha, Thabo",4.0,78.0,1,2014
Jarrett Jack,Cleveland Cavaliers,2013-11-09,10,0,Jump Shot,3PT Field Goal,23,0,0.8,"Turner, Evan",3.8,78.0,1,2014
Nicolas Batum,Portland Trail Blazers,2013-12-15,30,0,Jump Shot,3PT Field Goal,26,0,0.6,"Smith, Josh",5.7,81.0,1,2014
Carmelo Anthony,New York Knicks,2014-01-02,23,0,Jump Shot,3PT Field Goal,22,0,0.7,"Ginobili, Manu",3.7,78.0,1,2014
Kyle Lowry,Toronto Raptors,2013-12-18,12,1,Jump Shot,3PT Field Goal,26,0,1.0,"Walker, Kemba",5.3,72.0,1,2014
Stephen Curry,Golden State Warriors,2013-12-19,0,0,Jump Shot,3PT Field Goal,32,1,1.6,"Mills, Patty",2.4,73.0,1,2014
Andre Iguodala,Golden State Warriors,2014-01-03,0,1,Jump Shot,3PT Field Goal,25,0,0.8,"Teague, Jeff",6.6,75.0,1,2014
Gerald Henderson,Charlotte Bobcats,2013-12-21,0,0,Jump Shot,3PT Field Goal,25,0,0.4,"Hayward, Gordon",9.9,79.0,1,2014
James Harden,Houston Rockets,2014-04-06,7,1,Pullup Jump shot,3PT Field Goal,25,1,1.7,"Foye, Randy",4.4,76.0,1,2014
Jose Calderon,Dallas Mavericks,2013-12-11,1,0,Pullup Jump shot,3PT Field Goal,48,0,0.6,"Curry, Stephen",9.1,75.0,1,2014
Stephen Curry,Golden State Warriors,2013-12-19,28,1,Pullup Jump shot,3PT Field Goal,26,1,12.8,"Belinelli, Marco",6.4,77.0,1,2014
Kevin Durant,Oklahoma City Thunder,2013-11-10,13,1,Pullup Jump shot,3PT Field Goal,25,3,3.7,"Ariza, Trevor",2.1,80.0,1,2014
Stephen Curry,Golden State Warriors,2014-03-30,30,0,Pullup Jump shot,3PT Field Goal,26,2,5.6,"Anthony, Carmelo",4.3,80.0,1,2014
Kevin Durant,Oklahoma City Thunder,2014-04-04,30,0,Pullup Jump shot,3PT Field Goal,25,6,5.8,"Lin, Jeremy",5.1,75.0,1,2014
Stephen Curry,Golden State Warriors,2014-01-28,1,0,Pullup Jump shot,3PT Field Goal,26,3,3.9,"Ariza, Trevor",1.9,80.0,1,2014
Russell Westbrook,Oklahoma City Thunder,2013-11-14,2,1,Pullup Jump shot,3PT Field Goal,28,1,1.6,"Thompson, Klay",5.3,78.0,1,2014
Rudy Gay,Sacramento Kings,2014-01-15,19,1,Pullup Jump shot,3PT Field Goal,25,7,11.4,"Brewer, Corey",6.2,81.0,1,2014
DeMar DeRozan,Toronto Raptors,2014-02-19,0,0,Running Bank shot,3PT Field Goal,42,1,2.1,"Snell, Tony",3.1,78.0,1,2014
Patrick Beverley,Houston Rockets,2014-03-09,0,0,Running Jump Shot,3PT Field Goal,25,2,3.1,"Lillard, Damian",2.9,74.0,1,2014
Pero Antic,Atlanta Hawks,2013-12-28,3,1,Running Jump Shot,3PT Field Goal,25,1,1.9,"Jefferson, Al",5.1,82.0,1,2014
Carmelo Anthony,New York Knicks,2013-12-16,1,0,Running Jump Shot,3PT Field Goal,25,7,5.4,"Ariza, Trevor",2.3,80.0,1,2014
Jameer Nelson,Orlando Magic,2014-01-22,0,0,Step Back Jump shot,3PT Field Goal,26,7,5.4,"Korver, Kyle",4.5,79.0,1,2014
Draymond Green,Golden State Warriors,2014-04-13,3,1,Step Back Jump shot,3PT Field Goal,25,1,1.8,"Matthews, Wesley",3.5,76.0,1,2014
LeBron James,Miami Heat,2014-02-12,0,1,Step Back Jump shot,3PT Field Goal,27,7,7.5,"Iguodala, Andre",3.8,78.0,1,2014
LeBron James,Miami Heat,2014-03-04,0,0,Step Back Jump shot,3PT Field Goal,28,9,10.3,"Howard, Dwight",4.1,82.0,1,2014
Paul George,Indiana Pacers,2014-03-04,23,0,Step Back Jump shot,3PT Field Goal,26,7,7.0,"Green, Draymond",5.3,78.0,1,2014
Dirk Nowitzki,Dallas Mavericks,2014-03-25,0,0,Turnaround Jump Shot,3PT Field Goal,34,1,1.3,"Westbrook, Russell",1.8,75.0,1,2014
Evan Turner,Boston Celtics,2014-12-08,0,0,Jump Shot,2PT Field Goal,19,5,4.8,"Beal, Bradley",3.2,75.0,1,2015
Blake Griffin,Los Angeles Clippers,2014-12-23,0,0,Fadeaway Jump Shot,3PT Field Goal,23,1,0.0,"Horford, Al",2.1,81.0,1,2015
Trevor Ariza,Houston Rockets,2015-03-30,0,0,Fadeaway Jump Shot,3PT Field Goal,25,2,1.5,"Ross, Terrence",4.4,78.0,1,2015
Carmelo Anthony,New York Knicks,2014-11-14,2,1,Jump Bank Shot,3PT Field Goal,25,11,12.0,"Favors, Derrick",3.6,81.0,1,2015
Kyle Lowry,Toronto Raptors,2014-12-08,0,0,Jump Bank Shot,3PT Field Goal,27,2,3.3,"Afflalo, Arron",4.2,77.0,1,2015
Marc Gasol,Memphis Grizzlies,2014-12-17,0,1,Jump Bank Shot,3PT Field Goal,29,1,2.3,"Ginobili, Manu",3.8,78.0,1,2015
Derrick Favors,Utah Jazz,2015-03-25,0,0,Jump Bank Shot,3PT Field Goal,25,0,0.5,"Lillard, Damian",1.4,74.0,1,2015
Mike Conley,Memphis Grizzlies,2015-03-11,1,0,Jump Shot,3PT Field Goal,28,1,1.7,"Bass, Brandon",7.6,80.0,1,2015
Mo Williams,Charlotte Hornets,2015-04-04,17,0,Jump Shot,3PT Field Goal,23,0,0.6,"Sampson, JaKarr",5.7,79.0,1,2015
Trevor Ariza,Houston Rockets,2015-03-30,3,0,Jump Shot,3PT Field Goal,27,1,4.0,"Ross, Terrence",1.5,78.0,1,2015
Alan Anderson,Brooklyn Nets,2015-02-02,15,1,Jump Shot,3PT Field Goal,23,0,0.8,"Griffin, Blake",4.3,81.0,1,2015
