name,team_name,game_date,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,dribbles,touch_time,defender_name,defender_distance,defender_height,isClutch,year
Carmelo Anthony,New York Knicks,2015-12-10,0,0,Jump Shot,3PT Field Goal,27,4,2.8,"Rondo, Rajon",1.7,73.0,1,2016
Archie Goodwin,Phoenix Suns,2016-01-23,0,1,Jump Shot,3PT Field Goal,24,20,17.4,"Sefolosha, Thabo",3.1,78.0,1,2016
Eric Gordon,New Orleans Pelicans,2016-01-08,10,0,Jump Shot,3PT Field Goal,24,0,1.1,"Ellis, Monta",4.4,75.0,1,2016
Lou Williams,Los Angeles Lakers,2016-01-07,3,0,Jump Shot,3PT Field Goal,24,0,0.9,"Gay, Rudy",3.7,80.0,1,2016
Monta Ellis,Indiana Pacers,2015-12-28,16,0,Jump Shot,3PT Field Goal,25,0,0.8,"Millsap, Paul",1.2,79.0,1,2016
Trey Burke,Utah Jazz,2016-01-18,13,1,Jump Shot,3PT Field Goal,23,0,0.8,"Walker, Kemba",2.5,72.0,1,2016
Carmelo Anthony,New York Knicks,2016-01-18,3,1,Jump Shot,3PT Field Goal,26,7,6.4,"Noel, Nerlens",4.2,82.0,1,2016
Russell Westbrook,Oklahoma City Thunder,2015-11-02,13,0,Jump Shot,3PT Field Goal,24,2,3.3,"Howard, Dwight",7.5,82.0,1,2016
Rodney Hood,Utah Jazz,2016-01-02,0,0,Jump Shot,3PT Field Goal,30,0,0.6,"Green, Jeff",4.2,80.0,1,2016
Zaza Pachulia,Dallas Mavericks,2016-01-18,0,0,Jump Shot,3PT Field Goal,64,3,6.1,"Smart, Marcus",5.1,75.0,1,2016
Nicolas Batum,Charlotte Hornets,2015-12-12,3,0,Jump Shot,3PT Field Goal,29,0,0.5,"Turner, Evan",2.0,78.0,1,2016
Kemba Walker,Charlotte Hornets,2016-01-18,0,0,Jump Shot,3PT Field Goal,26,11,10.0,"Hood, Rodney",3.8,80.0,1,2016
Jeremy Lamb,Charlotte Hornets,2015-11-13,27,0,Jump Shot,3PT Field Goal,23,0,1.2,"Snell, Tony",2.0,78.0,1,2016
Trey Burke,Utah Jazz,2016-01-18,26,0,Jump Shot,3PT Field Goal,25,1,1.5,"Walker, Kemba",2.7,72.0,1,2016
Courtney Lee,Memphis Grizzlies,2016-01-18,13,0,Jump Shot,3PT Field Goal,22,0,0.8,"Cunningham, Dante",7.3,80.0,1,2016
DeMarre Carroll,Toronto Raptors,2016-01-03,7,0,Pullup Jump shot,3PT Field Goal,24,2,1.8,"Gibson, Taj",3.1,81.0,1,2016
John Wall,Washington Wizards,2015-12-30,8,0,Pullup Jump shot,3PT Field Goal,23,3,3.8,"Biyombo, Bismack",4.5,80.0,1,2016
Kemba Walker,Charlotte Hornets,2015-10-30,0,0,Pullup Jump shot,3PT Field Goal,25,3,2.3,"Sefolosha, Thabo",3.5,78.0,1,2016
Andre Iguodala,Golden State Warriors,2015-11-14,5,1,Pullup Jump shot,3PT Field Goal,26,1,1.2,"Johnson, Joe",2.4,79.0,1,2016
Kevin Martin,Minnesota Timberwolves,2016-01-13,1,0,Pullup Jump shot,3PT Field Goal,24,1,3.0,"Ariza, Trevor",2.0,80.0,1,2016
Dion Waiters,Oklahoma City Thunder,2015-11-20,1,0,Pullup Jump shot,3PT Field Goal,25,3,4.0,"Calderon, Jose",1.3,75.0,1,2016
Russell Westbrook,Oklahoma City Thunder,2015-10-30,0,1,Running Jump Shot,3PT Field Goal,37,3,1.5,"Vucevic, Nikola",5.0,83.0,1,2016
Bradley Beal,Washington Wizards,2015-11-04,0,1,Step Back Jump shot,3PT Field Goal,26,0,0.8,"Leonard, Kawhi",9.5,79.0,1,2016
Marco Belinelli,Sacramento Kings,2016-01-05,13,1,Step Back Jump shot,3PT Field Goal,23,1,1.8,"Felton, Raymond",3.7,73.0,1,2016
James Harden,Houston Rockets,2015-11-02,20,0,Step Back Jump shot,3PT Field Goal,24,22,21.8,"Singler, Kyle",2.6,80.0,1,2016
Danilo Gallinari,Denver Nuggets,2015-11-11,5,0,Turnaround Fadeaway shot,3PT Field Goal,23,3,7.2,"Middleton, Khris",2.6,79.0,1,2016
DeMar DeRozan,Toronto Raptors,2016-01-03,0,0,Turnaround Jump Shot,3PT Field Goal,24,3,3.2,"Snell, Tony",4.1,78.0,1,2016
Marco Belinelli,Sacramento Kings,2016-01-05,21,0,Turnaround Jump Shot,3PT Field Goal,24,0,0.8,"Felton, Raymond",4.8,73.0,1,2016
Klay Thompson,Golden State Warriors,2016-01-13,2,0,Turnaround Jump Shot,3PT Field Goal,24,0,0.8,"Barton, Will",2.5,77.0,1,2016
Paul George,Indiana Pacers,2016-01-17,10,0,Turnaround Jump Shot,3PT Field Goal,24,0,0.7,"Arthur, Darrell",5.6,81.0,1,2016
