name,year,shot_made_flag,isClutch,shot_distance,defender_distance,defender_height,action_type,dribbles,touch_time
Taj Gibson,2014,0,0,16,5.2,84.0,Jump Shot,0,0.9
Gerald Henderson,2014,0,0,15,6.8,72.0,Jump Shot,0,0.8
DeMarcus Cousins,2014,0,0,20,4.8,81.0,Jump Shot,1,1.6
Bradley Beal,2014,0,0,22,3.5,79.0,Jump Shot,0,1.0
LaMarcus Aldridge,2014,0,0,10,2.1,84.0,Jump Shot,2,4.9
Kyrie Irving,2014,0,0,21,7.1,83.0,Jump Shot,2,2.9
Dirk Nowitzki,2014,0,0,13,3.4,80.0,Jump Shot,0,5.5
Mo Williams,2014,0,0,17,4.4,75.0,Jump Shot,7,6.3
Blake Griffin,2014,0,0,19,10.8,75.0,Jump Shot,0,1.2
Nene,2014,0,0,16,4.8,83.0,Jump Shot,0,2.4
LaMarcus Aldridge,2014,0,0,13,4.0,82.0,Jump Shot,1,3.1
Gerald Green,2014,0,0,18,4.7,83.0,Jump Shot,1,2.7
Isaiah Thomas,2014,0,0,18,5.2,81.0,Jump Shot,8,6.6
Paul Millsap,2014,0,0,16,4.7,80.0,Jump Shot,1,1.4
Martell Webster,2014,0,0,16,2.9,76.0,Jump Shot,0,1.3
Channing Frye,2014,0,0,22,6.7,82.0,Jump Shot,0,1.0
Kevin Durant,2014,0,0,15,1.6,79.0,Jump Shot,4,4.8
Jason Smith,2014,0,0,19,4.4,84.0,Jump Shot,0,0.7
Anderson Varejao,2014,0,0,16,5.8,84.0,Jump Shot,0,0.9
Blake Griffin,2014,0,0,19,6.8,84.0,Jump Shot,0,1.5
Nick Young,2014,0,0,18,5.2,79.0,Jump Shot,8,10.1
Jrue Holiday,2014,0,0,19,4.2,75.0,Jump Shot,3,3.6
Carmelo Anthony,2014,0,0,21,1.3,81.0,Jump Shot,1,2.3
Damian Lillard,2014,0,0,19,6.7,76.0,Jump Shot,4,4.0
Paul George,2014,0,0,16,5.9,79.0,Jump Shot,0,0.9
Dirk Nowitzki,2014,0,0,10,3.6,83.0,Jump Shot,1,6.5
Jason Smith,2014,0,0,20,7.8,84.0,Jump Shot,0,1.0
Glen Davis,2014,0,0,17,4.7,85.0,Jump Shot,0,1.1
Kemba Walker,2014,0,0,20,5.6,76.0,Jump Shot,8,6.5
Dirk Nowitzki,2014,0,0,16,7.5,84.0,Jump Shot,0,0.7
Kris Humphries,2014,0,0,16,7.1,80.0,Jump Shot,1,2.6
Anderson Varejao,2014,0,0,19,6.9,86.0,Jump Shot,2,7.5
Reggie Jackson,2014,0,0,19,4.1,73.0,Jump Shot,4,3.0
Blake Griffin,2014,0,0,20,10.3,86.0,Jump Shot,0,1.3
Deron Williams,2014,0,0,19,5.1,80.0,Jump Shot,9,7.4
Joe Johnson,2014,0,0,20,2.7,75.0,Jump Shot,5,11.8
Brandon Knight,2014,0,0,12,7.3,78.0,Jump Shot,22,17.3
Luol Deng,2014,0,0,21,4.4,72.0,Jump Shot,1,1.4
Trey Burke,2014,0,0,19,1.4,77.0,Jump Shot,3,3.5
Rudy Gay,2014,0,0,17,0.2,76.0,Jump Shot,2,3.8
Monta Ellis,2014,0,0,16,2.4,81.0,Jump Shot,3,2.7
DeMarcus Cousins,2014,0,0,19,5.1,84.0,Jump Shot,0,0.8
Tyreke Evans,2014,0,0,19,5.0,82.0,Jump Shot,6,11.5
Kevin Durant,2014,0,0,10,2.4,74.0,Jump Shot,4,4.0
Jerryd Bayless,2014,0,0,20,5.4,77.0,Jump Shot,0,4.6
Iman Shumpert,2014,0,0,20,4.9,82.0,Jump Shot,10,8.9
Tony Parker,2014,0,0,14,4.7,75.0,Jump Shot,0,1.0
Gary Neal,2014,0,0,13,3.7,82.0,Jump Shot,2,2.2
DeMar DeRozan,2014,0,0,17,2.0,79.0,Jump Shot,0,4.0
Taj Gibson,2014,0,0,14,3.0,83.0,Jump Shot,0,1.0
Kevin Garnett,2014,0,0,18,14.9,83.0,Jump Shot,0,0.8
Markieff Morris,2014,0,0,18,4.8,82.0,Jump Shot,0,1.0
Trey Burke,2014,0,0,18,2.5,71.0,Jump Shot,1,2.0
Kyrie Irving,2014,0,0,13,4.3,74.0,Jump Shot,1,2.4
Gerald Henderson,2014,0,0,15,3.0,83.0,Jump Shot,4,3.4
Jerryd Bayless,2014,0,0,19,3.8,75.0,Jump Shot,1,1.6
Jerryd Bayless,2014,0,0,23,4.4,79.0,Jump Shot,6,5.1
Gerald Henderson,2014,0,0,16,2.7,75.0,Jump Shot,1,1.3
Ty Lawson,2014,0,0,19,3.9,74.0,Jump Shot,6,5.1
LaMarcus Aldridge,2014,0,0,14,4.6,80.0,Jump Shot,0,5.2
Ricky Rubio,2014,0,0,21,6.3,73.0,Jump Shot,0,1.0
Patty Mills,2014,0,0,12,1.6,75.0,Jump Shot,7,5.8
John Wall,2014,0,0,17,3.3,71.0,Jump Shot,11,7.2
Gerald Henderson,2014,0,0,19,4.1,78.0,Jump Shot,1,1.6
Kevin Martin,2014,0,0,12,3.4,75.0,Jump Shot,4,4.5
Gerald Green,2014,0,0,13,5.1,81.0,Jump Shot,2,2.6
Brandon Jennings,2014,0,0,18,4.0,75.0,Jump Shot,3,2.1
Jason Smith,2014,0,0,19,5.4,84.0,Jump Shot,0,0.8
LeBron James,2014,0,0,21,4.9,77.0,Jump Shot,10,11.1
John Wall,2014,0,0,18,4.1,75.0,Jump Shot,8,6.4
Glen Davis,2014,0,0,19,4.4,79.0,Jump Shot,0,0.8
Josh Smith,2014,0,0,18,4.2,80.0,Jump Shot,0,3.8
Gerald Henderson,2014,0,0,15,2.0,79.0,Jump Shot,1,1.9
Reggie Jackson,2014,0,0,18,9.7,77.0,Jump Shot,2,2.7
Gerald Henderson,2014,0,0,13,5.3,84.0,Jump Shot,3,3.1
Klay Thompson,2014,0,0,16,2.5,75.0,Jump Shot,3,2.8
Gary Neal,2014,0,0,18,4.0,77.0,Jump Shot,2,1.6
LaMarcus Aldridge,2014,0,0,19,4.8,81.0,Jump Shot,1,1.7
Nicolas Batum,2014,0,0,17,2.9,78.0,Jump Shot,0,0.8
Blake Griffin,2014,0,0,19,12.3,77.0,Jump Shot,0,1.1
Terrence Ross,2014,0,0,17,3.8,75.0,Jump Shot,2,3.7
Gerald Henderson,2014,0,0,11,3.4,79.0,Jump Shot,0,0.8
Roy Hibbert,2014,0,0,12,2.4,80.0,Jump Shot,1,2.0
Anderson Varejao,2014,0,0,17,14.4,83.0,Jump Shot,0,1.1
Kemba Walker,2014,0,0,10,2.4,76.0,Jump Shot,3,2.4
Carmelo Anthony,2014,0,0,17,5.4,80.0,Jump Shot,0,0.8
Paul Millsap,2014,0,0,15,5.3,81.0,Jump Shot,0,0.8
Gerald Henderson,2014,0,0,18,4.9,83.0,Jump Shot,1,1.3
Paul Millsap,2014,0,0,10,7.2,80.0,Jump Shot,5,5.2
Evan Turner,2014,0,0,17,3.5,77.0,Jump Shot,3,4.3
Derrick Favors,2014,0,0,16,4.9,79.0,Jump Shot,0,0.8
Jerryd Bayless,2014,0,0,18,6.4,77.0,Jump Shot,2,3.6
Klay Thompson,2014,0,0,18,2.8,79.0,Jump Shot,0,0.0
DeMar DeRozan,2014,0,0,18,4.3,81.0,Jump Shot,3,4.7
Chris Bosh,2014,0,0,19,6.2,82.0,Jump Shot,0,0.7
Chris Paul,2014,0,0,12,2.8,75.0,Jump Shot,3,4.4
DeMar DeRozan,2014,0,0,10,2.9,79.0,Jump Shot,1,2.7
Tim Duncan,2014,0,0,19,4.8,79.0,Jump Shot,0,0.8
Dirk Nowitzki,2014,0,0,14,4.6,83.0,Jump Shot,0,1.0
Tim Duncan,2014,0,0,19,8.0,84.0,Jump Shot,0,1.2
Mike Conley,2014,0,0,16,3.9,78.0,Jump Shot,3,2.5
Patty Mills,2014,0,0,19,4.5,77.0,Jump Shot,0,0.9
Evan Fournier,2014,0,0,14,1.8,75.0,Pullup Bank shot,4,3.3
Kyle Lowry,2014,0,0,11,3.3,79.0,Pullup Bank shot,1,1.3
Mo Williams,2014,1,0,16,3.5,73.0,Pullup Bank shot,13,10.7
Avery Bradley,2014,1,0,17,3.3,77.0,Pullup Bank shot,2,1.2
Nicolas Batum,2014,0,0,17,2.8,77.0,Pullup Bank shot,10,7.2
Stephen Curry,2014,1,0,16,6.6,81.0,Pullup Bank shot,4,3.8
Trey Burke,2014,1,0,17,2.5,73.0,Pullup Bank shot,7,7.9
Goran Dragic,2014,0,0,17,5.5,82.0,Pullup Bank shot,4,3.4
Gordon Hayward,2014,1,0,15,2.7,79.0,Pullup Bank shot,1,3.2
Trey Burke,2014,1,0,17,1.4,72.0,Pullup Bank shot,1,3.7
Jrue Holiday,2014,1,0,12,5.3,76.0,Pullup Bank shot,6,4.7
Kevin Durant,2014,1,0,14,5.1,81.0,Pullup Bank shot,7,8.0
Chris Paul,2014,1,0,20,5.4,82.0,Pullup Bank shot,2,2.3
Russell Westbrook,2014,1,0,14,4.1,75.0,Pullup Bank shot,1,2.0
Brian Roberts,2014,1,0,10,4.6,74.0,Pullup Bank shot,4,8.6
Russell Westbrook,2014,1,0,21,4.6,78.0,Pullup Bank shot,6,6.2
Goran Dragic,2014,1,0,15,3.3,73.0,Pullup Bank shot,8,6.8
Gary Neal,2014,1,0,14,1.9,75.0,Pullup Bank shot,1,5.3
Avery Bradley,2014,0,0,12,2.5,75.0,Pullup Bank shot,1,1.5
Kevin Durant,2014,1,0,16,4.2,79.0,Pullup Bank shot,2,4.3
Kevin Love,2014,1,0,14,3.3,78.0,Pullup Bank shot,2,2.4
Brian Roberts,2014,0,0,17,2.2,75.0,Pullup Bank shot,8,6.6
Courtney Lee,2014,1,0,10,5.1,84.0,Pullup Bank shot,1,1.6
Goran Dragic,2014,0,0,14,5.1,82.0,Pullup Bank shot,3,2.9
Stephen Curry,2014,1,0,12,7.5,84.0,Pullup Bank shot,4,7.5
Dwyane Wade,2014,0,0,12,4.3,77.0,Pullup Bank shot,2,1.9
Terrence Ross,2014,0,0,17,3.4,80.0,Pullup Bank shot,2,2.4
James Harden,2014,1,0,19,2.0,76.0,Pullup Bank shot,1,6.0
Klay Thompson,2014,0,0,14,3.3,76.0,Pullup Bank shot,1,1.4
Goran Dragic,2014,1,0,16,3.0,75.0,Pullup Bank shot,2,4.8
DeMar DeRozan,2014,0,0,18,3.4,79.0,Pullup Jump shot,0,0.8
Evan Turner,2014,0,0,16,5.2,78.0,Pullup Jump shot,3,3.1
Mike Conley,2014,0,0,14,4.0,72.0,Pullup Jump shot,3,2.8
Ricky Rubio,2014,1,0,20,6.5,71.0,Pullup Jump shot,5,5.4
Carmelo Anthony,2014,0,0,20,1.8,82.0,Pullup Jump shot,1,2.7
Tony Parker,2014,1,0,17,6.0,75.0,Pullup Jump shot,5,4.1
Martell Webster,2014,0,0,18,7.2,84.0,Pullup Jump shot,2,2.4
Mo Williams,2014,1,0,16,4.9,86.0,Pullup Jump shot,6,3.9
Goran Dragic,2014,0,0,16,4.3,84.0,Pullup Jump shot,5,4.7
Trey Burke,2014,1,0,13,7.7,77.0,Pullup Jump shot,4,3.5
Brian Roberts,2014,0,0,13,5.0,77.0,Pullup Jump shot,5,3.8
Harrison Barnes,2014,1,0,11,1.6,81.0,Pullup Jump shot,5,4.0
Tony Parker,2014,0,0,17,5.6,83.0,Pullup Jump shot,5,4.5
Evan Turner,2014,0,0,13,4.9,81.0,Pullup Jump shot,1,2.4
Paul George,2014,1,0,18,3.7,81.0,Pullup Jump shot,1,3.1
Stephen Curry,2014,0,0,22,4.4,75.0,Pullup Jump shot,12,9.6
Glen Davis,2014,0,0,12,3.9,84.0,Pullup Jump shot,2,2.0
Paul George,2014,1,0,13,3.9,81.0,Pullup Jump shot,7,7.0
Evan Turner,2014,1,0,13,5.7,79.0,Pullup Jump shot,3,4.4
Arron Afflalo,2014,0,0,17,3.8,79.0,Pullup Jump shot,3,2.0
Dwyane Wade,2014,0,0,21,4.0,78.0,Pullup Jump shot,4,4.4
DeMar DeRozan,2014,0,0,19,2.4,78.0,Pullup Jump shot,1,5.0
Victor Oladipo,2014,1,0,14,2.4,77.0,Pullup Jump shot,1,1.0
Anthony Davis,2014,1,0,16,4.3,84.0,Pullup Jump shot,1,1.6
Mike Miller,2014,0,0,17,4.1,79.0,Pullup Jump shot,3,2.0
Rudy Gay,2014,1,0,16,4.3,80.0,Pullup Jump shot,0,1.0
Chris Paul,2014,0,0,19,8.3,81.0,Pullup Jump shot,5,4.2
Andre Iguodala,2014,1,0,19,5.6,80.0,Pullup Jump shot,7,7.6
Jerryd Bayless,2014,1,0,15,4.1,80.0,Pullup Jump shot,5,4.9
Courtney Lee,2014,0,0,17,2.5,73.0,Pullup Jump shot,5,4.9
Eric Bledsoe,2014,1,0,16,5.9,73.0,Pullup Jump shot,4,3.5
Kyle Korver,2014,0,0,16,4.3,72.0,Pullup Jump shot,2,1.9
Mike Miller,2014,0,0,16,3.4,75.0,Pullup Jump shot,1,1.6
Arron Afflalo,2014,0,0,17,5.1,79.0,Pullup Jump shot,3,3.6
Gerald Henderson,2014,1,0,15,3.1,75.0,Pullup Jump shot,3,3.4
Monta Ellis,2014,1,0,13,5.4,77.0,Pullup Jump shot,2,4.4
Ricky Rubio,2014,0,0,18,4.1,79.0,Pullup Jump shot,2,2.7
Caron Butler,2014,1,0,19,3.1,79.0,Pullup Jump shot,2,2.8
Russell Westbrook,2014,1,0,20,1.9,75.0,Pullup Jump shot,0,2.1
Ty Lawson,2014,1,0,21,4.1,75.0,Pullup Jump shot,2,2.6
Andre Iguodala,2014,0,0,16,2.0,71.0,Pullup Jump shot,1,3.6
Victor Oladipo,2014,0,0,14,3.8,78.0,Pullup Jump shot,9,8.2
Arron Afflalo,2014,1,0,17,3.6,79.0,Pullup Jump shot,2,1.9
Stephen Curry,2014,0,0,19,2.9,79.0,Pullup Jump shot,6,6.4
Stephen Curry,2014,1,0,16,4.9,83.0,Pullup Jump shot,1,1.6
Jae Crowder,2014,1,0,12,3.3,80.0,Pullup Jump shot,2,2.1
Randy Foye,2014,0,0,22,6.5,80.0,Pullup Jump shot,2,3.1
DeMar DeRozan,2014,0,0,13,2.5,81.0,Pullup Jump shot,1,2.6
Kemba Walker,2014,0,0,16,5.4,80.0,Pullup Jump shot,7,7.7
Rudy Gay,2014,0,0,18,4.2,80.0,Pullup Jump shot,6,5.7
John Wall,2014,0,0,20,4.2,78.0,Pullup Jump shot,3,3.9
Stephen Curry,2014,0,0,19,5.4,78.0,Pullup Jump shot,6,5.6
DeMar DeRozan,2014,1,0,18,4.3,78.0,Pullup Jump shot,4,5.6
Kyle Lowry,2014,1,0,17,2.4,75.0,Pullup Jump shot,7,7.0
Kevin Durant,2014,0,0,14,3.4,75.0,Pullup Jump shot,8,7.7
Ricky Rubio,2014,0,0,21,2.9,73.0,Pullup Jump shot,1,2.0
Rudy Gay,2014,1,0,13,1.6,78.0,Pullup Jump shot,2,2.5
Derrick Favors,2014,1,0,16,6.3,81.0,Pullup Jump shot,0,0.7
Damian Lillard,2014,0,0,19,7.5,73.0,Pullup Jump shot,7,8.8
Rudy Gay,2014,1,0,18,3.6,78.0,Pullup Jump shot,4,4.8
Rudy Gay,2014,0,0,17,2.1,77.0,Pullup Jump shot,3,2.9
Kevin Garnett,2014,1,0,13,5.9,81.0,Pullup Jump shot,1,1.8
Rudy Gay,2014,0,0,14,1.8,80.0,Pullup Jump shot,0,0.5
Klay Thompson,2014,1,0,20,2.2,76.0,Pullup Jump shot,1,1.8
Goran Dragic,2014,1,0,15,4.0,73.0,Pullup Jump shot,6,4.7
Gordon Hayward,2014,0,0,15,2.0,83.0,Pullup Jump shot,0,0.0
Luol Deng,2014,0,0,10,3.8,78.0,Pullup Jump shot,2,4.1
Alec Burks,2014,1,0,18,2.2,75.0,Pullup Jump shot,0,3.6
Manu Ginobili,2014,0,0,18,7.1,84.0,Pullup Jump shot,3,3.4
Eric Bledsoe,2014,1,0,15,4.3,72.0,Pullup Jump shot,7,5.4
Stephen Curry,2014,0,0,18,3.3,75.0,Pullup Jump shot,15,11.7
Jerryd Bayless,2014,0,0,20,4.4,73.0,Pullup Jump shot,5,3.7
Russell Westbrook,2014,1,0,21,2.7,74.0,Pullup Jump shot,7,6.8
Jimmy Butler,2014,0,0,14,4.0,81.0,Pullup Jump shot,2,4.1
Jeff Green,2014,0,0,18,4.7,81.0,Pullup Jump shot,1,3.5
Nicolas Batum,2014,1,0,14,4.6,82.0,Pullup Jump shot,2,3.2
Gerald Henderson,2014,0,0,19,4.0,75.0,Pullup Jump shot,0,0.8
Trey Burke,2014,0,0,16,3.2,73.0,Pullup Jump shot,7,5.7
Andre Iguodala,2014,0,0,17,9.5,82.0,Pullup Jump shot,6,4.6
Russell Westbrook,2014,0,0,18,5.6,75.0,Pullup Jump shot,4,4.0
Carmelo Anthony,2014,1,0,19,3.2,78.0,Pullup Jump shot,16,14.8
Ricky Rubio,2014,0,0,18,5.4,75.0,Pullup Jump shot,5,5.4
Kris Humphries,2014,0,0,15,5.0,84.0,Pullup Jump shot,1,1.6
Gerald Henderson,2014,1,0,14,4.2,80.0,Pullup Jump shot,4,2.9
Monta Ellis,2014,0,0,18,3.2,78.0,Pullup Jump shot,1,1.8
Chris Paul,2014,1,0,18,8.5,75.0,Pullup Jump shot,8,8.9
Mike Miller,2014,0,0,11,4.5,75.0,Pullup Jump shot,1,2.1
Jamal Crawford,2014,0,0,20,2.6,73.0,Pullup Jump shot,2,2.8
Rudy Gay,2014,0,0,17,2.8,81.0,Pullup Jump shot,3,5.5
Goran Dragic,2014,1,0,16,6.4,83.0,Pullup Jump shot,5,4.1
John Wall,2014,0,0,15,3.0,75.0,Pullup Jump shot,0,0.0
Goran Dragic,2014,1,0,14,5.6,81.0,Pullup Jump shot,5,3.5
Tony Parker,2014,0,0,19,6.6,72.0,Pullup Jump shot,7,6.8
Eric Bledsoe,2014,0,0,16,3.3,75.0,Pullup Jump shot,19,18.8
Kevin Durant,2014,1,0,15,2.7,79.0,Pullup Jump shot,0,0.0
Gerald Henderson,2014,0,0,18,4.3,72.0,Pullup Jump shot,1,1.2
Ty Lawson,2014,1,0,18,1.9,75.0,Pullup Jump shot,9,8.2
Terrence Ross,2014,0,0,15,1.7,78.0,Pullup Jump shot,9,8.1
Kyrie Irving,2014,0,0,17,2.8,75.0,Pullup Jump shot,6,4.8
DeMar DeRozan,2014,1,0,18,6.5,76.0,Pullup Jump shot,0,0.0
Stephen Curry,2014,1,0,19,2.9,73.0,Pullup Jump shot,6,3.4
Monta Ellis,2014,0,0,16,1.9,78.0,Pullup Jump shot,5,4.1
Tony Parker,2014,0,0,13,3.4,75.0,Pullup Jump shot,9,6.5
Brian Roberts,2014,1,0,19,4.9,75.0,Pullup Jump shot,12,8.8
LeBron James,2014,0,0,22,5.0,75.0,Pullup Jump shot,6,4.8
Eric Bledsoe,2014,1,0,18,4.8,72.0,Pullup Jump shot,3,3.0
Goran Dragic,2014,0,0,16,2.8,73.0,Pullup Jump shot,4,4.0
Russell Westbrook,2014,1,0,13,2.9,73.0,Pullup Jump shot,4,2.9
John Wall,2014,0,0,16,4.8,80.0,Pullup Jump shot,10,9.7
Kyrie Irving,2014,0,0,20,1.7,75.0,Pullup Jump shot,7,5.8
Gerald Green,2014,1,0,19,4.9,72.0,Pullup Jump shot,1,1.9
Courtney Lee,2014,0,0,14,4.4,75.0,Pullup Jump shot,8,7.5
Avery Bradley,2014,1,0,11,5.0,75.0,Pullup Jump shot,2,4.0
Trey Burke,2014,1,0,17,3.4,74.0,Pullup Jump shot,1,3.0
Gordon Hayward,2014,1,0,20,5.7,81.0,Pullup Jump shot,1,5.1
Terrence Ross,2014,0,0,16,3.1,81.0,Pullup Jump shot,2,2.0
Alec Burks,2014,1,0,12,1.6,74.0,Pullup Jump shot,0,1.4
Brandon Knight,2014,0,0,20,1.3,72.0,Pullup Jump shot,8,6.5
Gordon Hayward,2014,1,0,18,4.6,81.0,Pullup Jump shot,3,3.0
Rudy Gay,2014,0,0,18,5.1,78.0,Pullup Jump shot,0,3.2
Jarrett Jack,2014,1,0,16,3.0,72.0,Pullup Jump shot,11,8.4
Russell Westbrook,2014,0,0,17,5.1,76.0,Pullup Jump shot,11,10.1
Damian Lillard,2014,0,0,19,1.3,74.0,Pullup Jump shot,6,5.6
Patty Mills,2014,0,0,18,3.4,72.0,Pullup Jump shot,11,7.4
Harrison Barnes,2014,0,0,19,5.0,81.0,Pullup Jump shot,7,8.0
Stephen Curry,2014,0,0,13,3.4,81.0,Pullup Jump shot,4,5.5
Klay Thompson,2014,0,0,12,3.6,75.0,Pullup Jump shot,1,1.3
Joe Johnson,2014,1,0,12,4.6,78.0,Pullup Jump shot,2,3.4
Tony Parker,2014,1,0,18,4.4,75.0,Pullup Jump shot,11,8.3
Rudy Gay,2014,0,0,16,2.8,79.0,Pullup Jump shot,10,9.1
Tony Parker,2014,1,0,16,4.3,75.0,Pullup Jump shot,13,9.4
Paul George,2014,1,0,15,3.9,79.0,Pullup Jump shot,8,8.8
Brandon Knight,2014,0,0,21,2.5,71.0,Pullup Jump shot,5,4.8
LeBron James,2014,1,0,16,7.3,82.0,Pullup Jump shot,0,0.0
John Wall,2014,0,0,21,8.1,74.0,Pullup Jump shot,2,2.1
Brian Roberts,2014,1,0,18,4.7,77.0,Pullup Jump shot,2,2.6
LeBron James,2014,1,0,20,4.5,80.0,Pullup Jump shot,0,0.0
Rudy Gay,2014,0,0,15,1.0,78.0,Pullup Jump shot,0,0.8
LeBron James,2014,1,0,10,6.7,82.0,Pullup Jump shot,14,13.0
James Harden,2014,1,0,18,4.6,77.0,Pullup Jump shot,1,2.6
Arron Afflalo,2014,1,0,22,4.0,72.0,Pullup Jump shot,7,7.1
JR Smith,2014,0,0,18,6.1,80.0,Pullup Jump shot,2,2.6
Russell Westbrook,2014,1,0,17,3.7,75.0,Pullup Jump shot,0,1.6
Ricky Rubio,2014,0,0,15,8.2,77.0,Pullup Jump shot,5,4.9
Tony Parker,2014,1,0,13,6.7,84.0,Pullup Jump shot,6,5.4
DeMar DeRozan,2014,0,0,12,4.9,80.0,Pullup Jump shot,4,2.6
Nick Young,2014,1,0,20,3.1,72.0,Pullup Jump shot,6,6.9
Khris Middleton,2014,0,0,12,0.8,84.0,Pullup Jump shot,2,1.9
Kemba Walker,2014,1,0,19,4.8,78.0,Pullup Jump shot,19,17.0
Alec Burks,2014,0,0,18,2.5,83.0,Pullup Jump shot,3,3.2
Evan Turner,2014,1,0,17,1.5,73.0,Pullup Jump shot,2,4.8
Avery Bradley,2014,0,0,19,5.6,76.0,Pullup Jump shot,2,2.0
Jarrett Jack,2014,1,0,21,4.5,80.0,Pullup Jump shot,5,7.2
JR Smith,2014,0,0,18,4.2,80.0,Pullup Jump shot,6,4.4
Klay Thompson,2014,0,0,18,10.9,78.0,Pullup Jump shot,0,0.7
John Wall,2014,1,0,16,2.9,76.0,Pullup Jump shot,4,6.4
Brian Roberts,2014,0,0,19,4.4,75.0,Pullup Jump shot,17,10.7
Klay Thompson,2014,0,0,17,3.6,77.0,Pullup Jump shot,0,0.9
Victor Oladipo,2014,1,0,21,3.9,75.0,Pullup Jump shot,11,8.2
Klay Thompson,2014,0,0,14,3.2,75.0,Pullup Jump shot,1,1.4
Jerryd Bayless,2014,0,0,19,3.5,76.0,Pullup Jump shot,11,10.5
Victor Oladipo,2014,0,0,22,7.2,72.0,Pullup Jump shot,9,8.2
Rudy Gay,2014,1,0,15,3.7,81.0,Pullup Jump shot,2,2.4
Rodney Stuckey,2014,0,0,21,5.4,78.0,Pullup Jump shot,18,16.5
Tony Parker,2014,1,0,17,10.6,72.0,Pullup Jump shot,13,10.1
Beno Udrih,2014,0,0,17,5.6,75.0,Pullup Jump shot,12,9.0
DeMar DeRozan,2014,1,0,15,1.9,79.0,Pullup Jump shot,2,3.4
DeMar DeRozan,2014,1,0,17,3.6,78.0,Pullup Jump shot,3,3.2
DeMar DeRozan,2014,0,0,18,6.2,77.0,Pullup Jump shot,4,5.5
Arron Afflalo,2014,0,0,16,4.3,78.0,Pullup Jump shot,2,1.7
Tony Parker,2014,1,0,10,2.5,72.0,Pullup Jump shot,11,8.9
Trey Burke,2014,0,0,21,7.2,75.0,Pullup Jump shot,2,2.4
Avery Bradley,2014,1,0,18,4.7,75.0,Pullup Jump shot,21,16.2
Patty Mills,2014,0,0,16,7.1,74.0,Pullup Jump shot,1,1.8
Avery Bradley,2014,0,0,15,4.3,73.0,Pullup Jump shot,1,1.4
Kyrie Irving,2014,1,0,15,5.5,75.0,Pullup Jump shot,2,2.7
Courtney Lee,2014,1,0,16,4.4,84.0,Pullup Jump shot,6,5.9
Avery Bradley,2014,1,0,19,2.1,75.0,Pullup Jump shot,1,1.0
Monta Ellis,2014,0,0,20,2.8,72.0,Pullup Jump shot,6,7.0
Rudy Gay,2014,1,0,18,5.3,83.0,Pullup Jump shot,3,4.8
Gerald Green,2014,0,0,18,5.8,79.0,Pullup Jump shot,2,3.3
Terrence Ross,2014,0,0,15,4.8,80.0,Pullup Jump shot,11,8.2
Kyrie Irving,2014,1,0,16,3.3,75.0,Pullup Jump shot,3,2.0
Monta Ellis,2014,0,0,20,4.6,79.0,Pullup Jump shot,1,3.5
Eric Gordon,2014,1,0,18,5.7,78.0,Pullup Jump shot,2,3.4
Eric Gordon,2014,0,0,13,3.3,75.0,Pullup Jump shot,1,1.9
Kemba Walker,2014,0,0,11,3.0,77.0,Pullup Jump shot,0,0.4
Courtney Lee,2014,0,0,19,5.8,83.0,Pullup Jump shot,3,5.2
Avery Bradley,2014,0,0,20,2.3,76.0,Pullup Jump shot,6,4.4
Rudy Gay,2014,0,0,15,2.6,80.0,Pullup Jump shot,8,9.2
Ricky Rubio,2014,0,0,20,4.9,73.0,Pullup Jump shot,16,12.4
Klay Thompson,2014,1,0,19,1.8,76.0,Pullup Jump shot,0,0.7
Avery Bradley,2014,0,0,19,4.4,77.0,Pullup Jump shot,0,0.9
Paul George,2014,1,0,12,3.3,81.0,Pullup Jump shot,6,5.5
Courtney Lee,2014,0,0,14,6.5,80.0,Pullup Jump shot,0,0.8
Bradley Beal,2014,1,0,17,4.1,78.0,Pullup Jump shot,2,1.9
Mike Conley,2014,1,0,16,8.7,79.0,Pullup Jump shot,2,2.0
Avery Bradley,2014,0,0,22,4.7,77.0,Pullup Jump shot,1,2.0
Monta Ellis,2014,1,0,16,3.4,75.0,Pullup Jump shot,2,2.4
George Hill,2014,0,0,17,3.6,83.0,Pullup Jump shot,9,13.7
DeMar DeRozan,2014,1,0,15,5.3,76.0,Pullup Jump shot,1,1.3
Anthony Davis,2014,0,0,12,4.1,83.0,Pullup Jump shot,0,0.7
Russell Westbrook,2014,1,0,14,4.2,81.0,Pullup Jump shot,6,5.0
Russell Westbrook,2014,0,0,17,4.5,75.0,Pullup Jump shot,2,2.8
Evan Turner,2014,1,0,11,3.4,81.0,Pullup Jump shot,3,3.0
Jrue Holiday,2014,1,0,18,5.9,73.0,Pullup Jump shot,7,6.0
Victor Oladipo,2014,0,0,18,1.3,79.0,Pullup Jump shot,12,9.8
Kawhi Leonard,2014,0,0,10,1.8,78.0,Pullup Jump shot,2,2.5
Jamal Crawford,2014,1,0,19,1.1,81.0,Pullup Jump shot,1,1.2
Ricky Rubio,2014,0,0,16,2.9,72.0,Pullup Jump shot,6,6.0
Carmelo Anthony,2014,1,0,10,3.3,78.0,Pullup Jump shot,1,3.7
Luol Deng,2014,0,0,22,5.2,83.0,Pullup Jump shot,9,8.1
Beno Udrih,2014,1,0,14,4.8,74.0,Pullup Jump shot,1,1.1
Khris Middleton,2014,0,0,16,8.3,80.0,Pullup Jump shot,1,1.3
